aedes_ID	anopheles_ID	orthotype	OMAgroup
AAEL002271	AGAP006445	1:1	699309
AAEL002248	AGAP006446	1:1	
AAEL002255	AGAP006447	n:m	
AAEL002255	AGAP006788	n:m	
AAEL002265	AGAP006444	1:1	790160
AAEL002254	AGAP001365	1:1	580713
AAEL002263	AGAP006442	1:1	333885
AAEL002261	AGAP006441	1:1	862582
AAEL002249	AGAP006438	1:1	802817
AAEL015512	AGAP002413	n:1	
AAEL015515	AGAP006722	n:m	
AAEL015515	AAF22649.1	n:m	
AAEL015520	AGAP000457	1:1	803623
AAEL015524	AGAP007784	n:1	
AAEL015527	AGAP007043	n:1	572816
AAEL015528	AGAP006485	n:1	277251
AAEL015532	AGAP005429	n:1	
AAEL015533	AGAP008558	n:1	585656
AAEL015534	AGAP000745	n:1	279245
AAEL015536	AGAP008186	n:1	
AAEL015552	AGAP010437	n:1	
AAEL015554	AGAP012322	n:1	746103
AAEL015555	AGAP008706	n:1	
AAEL015556	AGAP001117	1:1	
AAEL015557	AGAP012657	1:1	828424
AAEL015559	AGAP000621	n:1	539176
AAEL015560	AGAP000307	n:1	
AAEL015565	AGAP010309	1:1	
AAEL015566	AAM97673.1	n:1	
AAEL015567	AAM97673.1	n:1	334074
AAEL015572	AGAP007638	n:1	
AAEL002302	AGAP012356	1:1	584679
AAEL002282	AGAP010732	1:1	273398
AAEL002301	AGAP010730	1:1	
AAEL002303	AGAP010729	1:1	
AAEL002318	AGAP010728	1:1	
AAEL002294	AGAP010725	1:1	771387
AAEL002280	AGAP010343	1:1	765205
AAEL002304	AGAP010935	1:1	865627
AAEL002299	AGAP010937	1:1	
AAEL002284	AGAP010936	1:1	801429
AAEL002286	AGAP010939	1:1	703497
AAEL002291	AGAP010940	1:1	555392
AAEL002310	AGAP010941	1:1	496941
AAEL002292	AGAP010943	1:1	
AAEL002312	AGAP010956	1:1	846080
AAEL002306	AGAP011823	1:1	844631
AAEL002309	AAU93514.1	1:1	548075
AAEL002293	AGAP011825	1:1	812151
AAEL002296	AGAP011827	1:1	855564
AAB17094.1	AGAP012424	1:1	833173
AAEL002295	AGAP012425	n:1	550962
AAEL002307	AGAP012425	n:1	
AAEL002287	AGAP000591	1:1	
AAEL015573	AGAP006423	n:m	
AAEL015573	AGAP006425	n:m	814902
AAEL015575	AGAP004657	1:1	657038
AAEL015578	AGAP006228	1:1	
AAEL015584	AGAP004290	n:1	
AAEL015583	AGAP004289	1:1	793083
AAEL015594	AGAP005845	1:1	
AAEL015595	AGAP012930	1:1	565314
AAEL015601	AGAP003315	n:1	
AAEL015603	AGAP002932	n:1	
AAEL015604	AAQ73620.1	n:1	
AAEL015607	AGAP011114	n:1	
AAEL015609	AGAP004095	n:1	
AAEL015610	AGAP005841	1:1	339652
AAEL015613	AGAP012928	1:1	338682
AAEL015617	AGAP007614	1:1	641424
AAEL015618	AGAP007132	1:1	280825
AAEL002346	AGAP000064	1:1	549815
AAEL002359	AGAP000061	1:1	269439
AAEL002348	AGAP000057	1:1	337701
AAEL002343	AGAP000056	n:1	
AAEL002352	AGAP000055	1:1	338887
AAEL002331	AGAP000053	n:1	795038
AAEL002337	AGAP006946	1:1	804307
AAEL002341	AGAP006945	1:1	548020
AAEL002349	AGAP006943	1:1	547013
AAEL002351	AGAP005351	1:1	547281
AAEL002334	AGAP006944	1:1	864619
AAEL002342	AGAP005350	n:1	
AAEL002356	AGAP005349	1:1	767569
AAEL002329	AGAP005347	1:1	850109
AAEL002339	AGAP004671	1:1	817138
AAEL002355	AGAP005346	1:1	
AAEL002338	AGAP005345	n:1	738477
AAEL002324	AGAP005344	1:1	827863
AAEL002322	AGAP007145	1:1	727389
AAEL002350	AGAP007146	1:1	831024
AAEL002345	AGAP007143	1:1	
AAEL002361	AGAP007144	n:1	334540
AAEL002360	AGAP006707	n:m	
AAEL002360	AGAP006709	n:m	
AAEL002360	AGAP006710	n:m	
AAEL002360	AGAP006711	n:m	
AAEL002360	AGAP007141	n:m	
AAEL002360	AGAP007142	n:m	
AAEL002347	AGAP006707	n:m	
AAEL002347	AGAP006709	n:m	
AAEL002347	AGAP006710	n:m	
AAEL002347	AGAP006711	n:m	
AAEL002347	AGAP007141	n:m	557260
AAEL002347	AGAP007142	n:m	
AAEL002362	AGAP006719	1:1	830297
AAEL002353	AGAP008470	1:1	338146
AAEL002326	AGAP006720	n:1	672026
AAEL002358	AGAP005961	n:1	
AAEL002333	AGAP005959	n:1	
AAEL015631	AGAP003833	n:1	
AAEL015632	AGAP002903	n:1	277006
AAEL015638	AGAP006087	n:1	288923
AAEL015639	AGAP000376	n:1	
AAEL015641	AAU93489.1	1:1	
AAEL015648	AGAP006937	n:1	
AAEL015651	AGAP007419	n:1	
AAEL015655	AAV28185.1	n:1	
AAEL015658	AGAP001656	n:1	
AAEL015661	AGAP004094	1:1	337491
AAEL015662	AGAP007137	n:1	
AAEL015669	AGAP002455	n:1	
AAEL015673	AGAP001872	n:1	
AAEL002367	AGAP005757	n:1	781190
AAEL002385	AGAP005757	n:1	
AAEL002376	AGAP005758	1:1	
AAEL002397	AGAP005759	1:1	336427
AAEL002394	AGAP005770	1:1	720788
AAEL002371	AGAP005769	1:1	261064
AAEL002392	AGAP005765	1:1	719349
AAEL002404	AGAP005763	1:1	750816
AAEL002388	AGAP009068	n:1	585775
AAEL002389	AGAP009816	1:1	840753
AAEL002395	AGAP009936	1:1	547723
AAEL002366	AGAP008599	1:m	
AAEL002366	AGAP009778	1:m	338817
AAEL002366	AGAP009779	1:m	
AAEL002387	AGAP009811	1:1	831927
AAEL002370	AGAP009826	1:1	804554
AAEL002401	AGAP008837	1:1	795166
AAEL002372	AGAP009998	1:1	861092
AAEL002380	ABK97612.1	1:1	269036
AAEL002393	AGAP010000	1:1	702961
AAEL002398	AGAP010001	1:1	534094
AAEL002406	AGAP010004	1:m	807981
AAEL002406	AGAP012644	1:m	
AAEL002377	AGAP005523	1:1	547180
AAEL002386	AGAP010005	1:1	859214
AAEL002399	AGAP009685	1:1	793530
AAEL002384	AGAP008760	1:1	
AAEL002390	AGAP009662	1:1	518609
AAEL002382	AGAP009664	1:1	554382
AAEL002375	AGAP009665	1:1	518074
AAEL002402	AGAP009666	1:1	728985
AAEL002374	AGAP009667	1:1	554122
AAEL002424	AGAP000955	n:1	
AAEL002413	AGAP008096	n:1	679182
AAEL002420	AGAP004232	1:1	844924
AAEL002427	AGAP004233	1:1	862755
AAEL002428	AGAP004234	n:1	854287
AAEL002412	AGAP004384	1:m	558648
AAEL002412	AGAP012507	1:m	
AAEL002423	AGAP004386	1:1	282857
AAEL002416	AGAP012513	1:1	508716
AAEL002411	AGAP003430	1:1	860381
AAEL002415	AGAP003429	1:m	548905
AAEL002415	AGAP012744	1:m	
AAEL002430	AGAP002347	1:1	859870
AAEL002417	AGAP002350	1:1	550998
AAEL002433	AGAP003081	1:1	846198
AAEL002422	AGAP003080	1:1	330000
AAEL002408	AGAP003078	1:1	822781
AAEL002425	AGAP002471	1:1	775036
AAEL002418	AGAP002470	1:1	832986
AAEL002407	AGAP002472	1:1	541436
AAEL000301	AGAP010691	1:1	824985
AAEL000279	AGAP003861	1:1	861714
AAEL000263	AGAP000419	1:1	
AAEL000264	AGAP010687	1:1	655060
AAEL000295	AGAP010686	1:1	334056
AAEL000292	AGAP010684	1:1	275123
AAEL000258	AGAP010681	1:1	845767
AAEL000299	AGAP012594	n:1	560874
AAEL000290	AGAP010352	n:1	861329
AAEL000285	AGAP010349	1:1	
AAEL000274	AAU93511.1	1:1	761250
AAEL000260	AGAP010348	1:1	338623
AAEL000289	AGAP010482	1:1	548695
AAEL000298	AGAP010481	1:1	788850
AAEL000273	AGAP010480	1:1	706228
AAEL000294	AGAP010479	1:1	337996
AAEL000265	AGAP010478	1:1	811447
AAEL000270	AGAP012135	1:1	862816
AAEL000272	AGAP012137	1:1	
AAEL000297	AGAP012136	1:1	842343
AAEL000276	AGAP012134	1:1	854311
AAEL000278	AGAP011122	1:1	854345
AAEL000268	AGAP011121	1:1	762685
AAEL000283	AGAP005334	n:m	
AAEL000283	AGAP007407	n:m	619446
AAEL000283	AGAP007408	n:m	
AAEL000283	AGAP007409	n:m	
AAEL000283	AGAP007410	n:m	
AAEL000283	AGAP007411	n:m	
AAEL000283	AGAP007412	n:m	
AAEL000269	AGAP005685	1:1	850263
AAEL000282	AGAP005684	1:1	848048
AAEL000257	AGAP005683	1:1	250949
AAEL000266	AGAP005681	1:1	741295
AAEL000262	AGAP005680	1:1	734826
AAEL000281	AGAP005675	1:1	816202
AAEL000288	AGAP005674	1:1	751539
AAEL000284	AGAP005673	1:1	778402
AAEL000293	AGAP005672	1:1	810246
AAEL000267	AGAP006671	1:1	706659
AAEL000271	AGAP006670	1:1	859099
AAEL002457	AGAP000023	1:1	851131
AAEL002450	AGAP000391	1:1	816653
AAEL002436	AGAP000393	1:1	814892
AAEL002435	AGAP001073	n:1	
AAEL002435	AGAP001073	n:1	
AAEL002435	AGAP001073	n:1	
AAEL002435	AGAP001073	n:1	574713
AAEL002454	AGAP000286	n:1	290688
AAEL002451	AGAP000779	1:1	
AAEL002449	AGAP002613	1:1	281877
AAEL002446	AGAP002614	1:1	547985
AAEL002437	AGAP002618	1:1	860280
AAEL002493	AGAP005980	1:1	508607
AAEL002475	AGAP005155	1:1	
AAEL002483	AGAP007168	1:1	810998
AAEL002486	AGAP007167	1:1	758845
AAEL002487	AGAP007169	1:1	785595
AAEL002465	AGAP006269	1:1	842075
AAEL002471	AGAP006270	1:1	553396
AAEL002468	AGAP006273	1:1	546916
AAEL002474	AGAP004767	1:1	552660
AAEL002469	AGAP004766	1:1	531382
AAEL002488	AGAP004765	1:1	744758
AAEL002464	AGAP002473	1:1	752065
AAEL002461	AGAP000977	1:1	549779
AAEL002479	AGAP008114	1:1	278571
AAEL002478	AGAP002554	1:1	704067
AAEL002484	AGAP002553	1:1	804617
AAEL002476	AGAP006417	n:m	
AAEL002476	AGAP006418	n:m	
AAEL002476	AAL68779.1	n:m	
AAEL002476	AGAP006420	n:m	
AAEL002476	AAL68778.1	n:m	
AAEL002476	AGAP006443	n:m	559134
AAEL002476	AGAP010550	n:m	
AAEL002521	AGAP000119	1:1	766635
AAEL002516	AGAP001041	n:1	
AAEL002527	AGAP000022	1:1	817041
AAEL002512	AGAP000021	1:1	766820
AAEL002515	AGAP003082	n:m	
AAEL002515	AGAP012620	n:m	
AAEL002522	AGAP000185	1:1	809891
AAEL002528	AGAP000410	1:1	
AAEL002501	AGAP000044	1:1	780368
AAEL002504	AGAP007841	1:1	860984
AAEL002533	AGAP001084	1:1	555217
AAEL002510	AGAP001065	1:1	861551
AAEL002514	AGAP000196	n:1	
AAEL002508	AGAP000616	1:1	848758
AAEL002525	AGAP003425	1:1	756802
AAEL002529	AGAP006160	1:1	843657
AAEL002511	AGAP002797	1:m	770496
AAEL002511	AGAP000798	1:m	
AAEL002518	AGAP000799	1:1	
AAEL002500	AGAP000802	1:1	284143
AAEL002506	AGAP000803	n:m	770523
AAEL002506	AGAP012447	n:m	
AAEL002538	AGAP000803	n:m	
AAEL002538	AGAP012447	n:m	770499
AAEL002534	AGAP000953	1:1	836154
AAEL002503	AGAP000780	1:1	755514
AAEL002523	AGAP000781	1:1	758844
AAEL002532	AGAP000783	1:1	703838
AAEL002520	AGAP000790	1:1	
AAEL002537	AGAP000788	1:1	808021
AAEL002505	AGAP010546	n:1	
AAEL002519	AGAP010547	n:m	
AAEL002519	AGAP012021	n:m	
AAEL002519	AGAP012505	n:m	
AAEL002536	AGAP000787	1:1	
AAEL002513	AGAP000786	1:1	733046
AAEL002572	AGAP001622	1:1	548797
AAEL002559	AGAP001623	1:1	831933
AAEL002546	AGAP001624	1:1	
AAEL002553	AGAP001626	1:1	750870
AAEL002557	AGAP001627	1:1	756797
AAEL002541	AGAP001628	1:1	766675
AAEL002542	AGAP001630	1:1	
AAEL002544	AGAP001629	1:1	862723
AAEL002575	AGAP001631	1:1	544084
AAEL002571	AGAP001632	1:1	809655
AAEL002565	AGAP001633	1:1	550273
AAEL002555	AGAP001634	1:1	
AAEL002569	AGAP001636	1:1	831759
AAEL002549	AGAP001637	1:1	
AAEL002560	AGAP001638	1:1	554205
AAEL002550	AGAP001639	1:1	777217
AAEL002554	AGAP003441	1:1	743601
AAEL002556	AGAP004545	1:1	842253
AAEL002551	AGAP004078	1:1	811670
AAEL002566	AGAP004077	1:1	323688
AAEL002539	AGAP004071	1:1	865015
AAEL002563	AGAP004070	1:1	829197
AAEL002547	AGAP004069	1:1	332167
AAEL002543	AGAP004068	1:1	516602
AAEL002603	AGAP001825	n:1	
AAEL002622	AGAP006363	1:1	807371
AAEL002581	AGAP002985	1:1	547040
AAEL002594	AGAP002986	1:1	
AAEL002578	AGAP010471	1:1	332225
AAEL002588	AGAP010470	n:1	
AAEL002623	AGAP010470	n:1	
AAEL002621	AGAP001570	1:1	
AAEL002597	AGAP011797	1:1	830273
AAEL002614	AGAP011796	1:1	712029
AAEL002608	AGAP010433	1:1	343649
AAEL002629	AGAP011789	1:1	273483
AAEL002595	AGAP011788	1:1	
AAEL002586	AGAP011795	1:1	338479
AAEL002593	AGAP011780	1:1	563289
AAEL002628	AGAP012313	1:1	268657
AAEL002615	AGAP012317	1:1	554631
AAEL002596	AAO12093.1	1:1	746102
AAEL002626	AAO12094.1	1:1	746114
AAEL002606	AAO12096.1	1:1	
AAEL002587	AAO12095.1	1:1	746109
AAEL002617	AAO12098.1	1:1	746097
AAEL002591	AGAP012322	n:1	
AAEL002605	AGAP012322	n:1	
AAEL002618	AAO12097.1	1:1	334630
AAEL002598	AGAP012324	1:1	338517
AAEL002583	AGAP012326	1:1	
AAEL002653	AGAP008656	1:1	837142
AAEL002651	AGAP008736	1:1	330091
AAEL002652	AGAP008738	1:1	337946
AAEL002636	AGAP008746	1:1	547119
AAEL002647	AGAP008748	1:1	547058
AAEL002645	AGAP008749	1:1	526737
AAEL002639	AGAP002921	n:1	833281
AAEL002637	AGAP008751	1:1	515023
AAEL002654	AGAP008752	1:1	577372
AAEL002676	AGAP009757	1:1	524997
AAEL002674	AGAP004221	1:1	531246
AAEL002660	AGAP009160	1:1	734471
AAEL002666	AGAP009159	n:1	
AAEL002669	AGAP009159	n:1	
AAEL002658	AGAP009159	n:1	557537
AAEL002663	AGAP008790	1:1	548821
AAEL002678	AGAP008785	1:1	549680
AAEL002675	AGAP008783	1:1	856716
AAEL002668	AGAP008544	1:m	
AAEL002668	AGAP008545	1:m	
AAEL002656	AGAP008782	1:1	339575
AAEL002662	AGAP008781	1:1	650985
AAEL002673	AGAP008780	1:1	650978
AAEL002657	AGAP008779	1:1	339413
AAEL002693	AGAP006417	n:m	566655
AAEL002693	AGAP006418	n:m	
AAEL002693	AAL68779.1	n:m	
AAEL002693	AGAP006420	n:m	
AAEL002693	AAL68778.1	n:m	
AAEL002693	AGAP006443	n:m	
AAEL002693	AGAP010550	n:m	
AAEL002682	AGAP006417	n:m	
AAEL002682	AGAP006418	n:m	
AAEL002682	AAL68779.1	n:m	
AAEL002682	AGAP006420	n:m	
AAEL002682	AAL68778.1	n:m	
AAEL002682	AGAP006443	n:m	
AAEL002682	AGAP010550	n:m	
AAEL002690	AGAP007932	1:1	644361
AAEL002694	AGAP007934	1:1	665267
AAEL002684	AGAP007935	1:1	709613
AAEL002687	AGAP007921	1:1	855569
AAEL002691	AGAP007919	1:1	563321
AAEL002683	AAM54215.1	n:1	790464
AAEL002681	AGAP010733	n:1	
AAEL002726	AAL68782.1	n:m	339129
AAEL002726	AGAP008279	n:m	
AAEL002724	AGAP005816	1:1	788486
AAEL002698	AGAP007521	1:1	556402
AAEL002723	AGAP007520	1:1	
AAEL002728	AGAP007519	1:1	841609
AAEL002722	AGAP007702	1:1	
AAEL002719	AGAP007705	1:1	
AAEL002714	AGAP007706	1:1	549414
AAEL002709	AGAP005549	1:1	541435
AAEL002699	AGAP007693	1:1	847802
AAEL002731	ABJ52811.1	1:1	272633
AAEL002711	AGAP011218	1:1	561821
AAEL002700	AGAP001746	1:1	815951
AAEL002718	AGAP001748	1:1	799111
AAEL002701	AGAP001749	1:1	762048
AAEL002705	AGAP001751	1:1	770993
AAEL002727	AGAP002226	1:1	846203
AAEL002703	AGAP002227	1:1	818615
AAEL002716	AGAP002228	1:1	
AAEL002740	AGAP000215	1:1	
AAEL002732	AGAP000217	1:1	
AAEL002754	AGAP000218	1:1	549878
AAEL002733	AAT81601.1	1:1	339918
AAEL002741	AGAP004643	1:1	749621
AAEL002735	AGAP008718	n:1	
AAEL002753	AGAP005659	n:1	274509
AAEL002737	AGAP007621	1:1	758902
AAEL002748	AGAP005576	n:1	826486
AAEL002752	AGAP005578	1:1	
AAEL002766	AGAP004057	1:1	694718
AAEL002764	AGAP004055	1:1	774252
AAEL002769	AGAP004052	1:1	558240
AAEL002763	AGAP002082	1:1	
AAEL002760	AGAP001801	1:1	846459
AAEL002756	AGAP001800	1:1	745774
AAEL002759	AGAP001799	1:1	548751
AAEL002767	AGAP001798	1:1	
AAEL002758	AGAP001796	1:1	719090
AAEL002772	AGAP001795	1:1	817612
AAEL002771	AGAP001794	1:1	557590
AAEL002768	AGAP002545	1:1	644087
AAEL002781	AGAP002914	1:1	797052
AAEL002815	AGAP002913	1:1	829140
AAEL002780	AGAP002909	1:1	672227
AAEL002818	AGAP002908	1:1	547260
AAEL002782	AGAP002605	1:1	857786
AAEL002789	AGAP002606	1:1	822819
AAEL002779	AGAP002608	1:1	783682
AAEL002777	AGAP002609	1:1	764723
AAEL002794	AGAP004618	1:1	
AAEL002813	AGAP004616	1:1	795908
AAEL002800	AGAP004615	1:1	743338
AAEL002785	AGAP004614	1:1	514943
AAEL002784	AGAP004417	1:1	857815
AAEL002802	AGAP003524	1:1	553645
AAEL002809	AGAP011057	1:1	859523
AAEL002792	AGAP004416	1:1	830875
AAEL002775	AGAP004413	1:m	754779
AAEL002775	AGAP004427	1:m	
AAEL002808	AGAP004412	1:1	854827
AAEL002786	AGAP004411	1:1	
AAEL002817	AGAP004410	1:1	739943
AAEL002810	AGAP004408	1:1	780751
AAEL002804	AGAP002396	1:1	
AAEL002803	AGAP002398	1:1	807455
AAEL002796	AGAP002397	1:1	810815
AAEL002783	AGAP002400	1:1	
AAEL002791	AGAP004391	1:1	758150
AAEL002812	AGAP003941	1:1	765307
AAEL002805	AGAP003461	1:1	765031
AAEL002774	AGAP003457	1:1	
AAEL002837	AGAP012104	1:1	866022
AAEL002832	AAG15374.1	1:1	859601
AAEL002834	AGAP011830	1:1	863157
AAEL002833	AGAP011828	1:1	
AAEL002831	AGAP012080	1:1	782569
AAEL002825	AGAP011829	1:1	794007
AAEL002836	AGAP011401	1:1	849467
AAEL002823	AGAP011399	1:1	549245
AAEL002847	AGAP011398	1:1	552296
AAEL002829	AGAP011396	1:1	
AAEL002850	AGAP011395	1:1	801874
AAEL002819	AGAP011394	1:1	798774
AAEL002826	AGAP010930	1:1	742624
AAEL002851	AGAP010929	1:1	696191
AAEL002848	AAR01133.1	1:1	696193
AAEL002853	AGAP011096	1:1	786257
AAEL002866	AGAP001677	1:1	
AAEL002867	AGAP002653	1:1	859624
AAEL002861	AGAP002652	1:1	677133
AAEL002857	AGAP003322	1:1	677145
AAEL002877	AGAP003323	1:1	549038
AAEL002874	AGAP003324	1:1	637989
AAEL002881	AGAP003325	1:1	
AAEL002856	AGAP004543	1:1	808769
AAEL002858	AGAP004544	1:1	856995
AAEL002864	AGAP004302	1:1	
AAEL002860	AGAP001417	1:1	
AAEL002879	AGAP001419	1:1	548625
AAEL002880	AGAP010635	1:m	
AAEL002880	AGAP010662	1:m	272028
AAEL002869	AGAP001418	1:1	752303
AAEL002876	AGAP001415	1:1	788580
AAEL002870	AGAP004394	1:1	770817
AAEL002889	AGAP000605	1:1	339514
AAEL002895	AGAP000602	1:1	835625
AAEL002883	AGAP000449	1:1	693535
AAEL002888	AGAP000501	1:1	
AAEL002910	AGAP000405	1:1	818708
AAEL002903	AGAP000018	1:1	515611
AAEL002918	AGAP000563	1:1	734462
AAEL002890	AGAP000566	1:1	739942
AAEL002886	AGAP000565	1:1	510577
AAEL002901	AGAP000564	1:1	508582
AAEL002917	AGAP010766	1:1	723259
AAEL002887	AGAP001043	1:1	809922
AAEL002905	AGAP001040	1:1	666440
AAEL002906	AGAP001745	1:1	864627
AAEL002892	AGAP000070	1:1	549345
AAEL002891	AGAP008428	1:1	813711
AAEL002913	AGAP000440	1:1	546929
AAEL002912	AGAP000444	1:1	547276
AAEL002900	AGAP000911	1:1	
AAEL002894	AGAP000445	1:1	808054
AAEL002919	AGAP011987	1:1	261397
AAEL002915	AGAP011992	n:1	796069
AAEL002907	AGAP011992	n:1	
AAEL002941	AGAP000791	n:1	
AAEL002927	AGAP000003	n:1	
AAEL002945	AGAP000155	1:1	833584
AAEL002933	AGAP007147	1:1	
AAEL002940	AGAP005907	1:1	
AAEL002938	AGAP000625	1:1	848762
AAEL002944	AGAP000251	1:1	709246
AAEL002922	AGAP010411	1:1	703851
AAEL002924	AGAP000812	1:1	834773
AAEL002934	AGAP000250	1:1	792281
AAEL002948	AGAP000813	1:1	864328
AAEL002943	AGAP000686	1:1	657213
AAEL002970	AGAP011497	n:1	
AAEL002956	AGAP012048	n:1	
AAEL002976	AGAP011494	1:1	856686
AAEL002953	AGAP012077	1:1	784109
AAEL002962	AGAP003465	1:1	812402
AAEL002949	AGAP003466	1:1	785260
AAEL002980	AGAP011637	1:1	531052
AAEL002961	AGAP003467	1:m	
AAEL002961	AGAP003472	1:m	335522
AAEL002966	AGAP003468	1:1	
AAEL002965	AGAP003469	1:1	797249
AAEL002960	AGAP003470	1:m	
AAEL002960	AGAP012549	1:m	335519
AAEL002955	AGAP003471	n:1	
AAEL002978	AGAP003475	1:1	690849
AAEL002958	AGAP002455	n:1	724733
AAEL002971	AGAP002456	1:1	643319
AAEL002964	AGAP001863	1:1	
AAEL002979	AGAP002458	1:1	338131
AAEL002950	AGAP002459	1:1	338267
AAEL002963	AGAP002461	1:1	754828
AAEL002992	AGAP011402	n:1	
AAEL003001	AGAP012731	1:1	547331
AAEL002988	AGAP001437	1:1	339769
AAEL002995	AGAP001435	1:1	788665
AAEL003003	AGAP001434	1:1	637246
AAEL002997	AGAP001433	1:1	561790
AAEL003013	AGAP003365	1:1	549240
AAEL002983	AGAP003368	1:1	816261
AAEL003011	AGAP003367	1:1	836726
AAEL002986	AGAP003369	1:1	609681
AAEL002993	AGAP004100	1:m	
AAEL002993	AGAP012837	1:m	850855
AAEL002985	AGAP004095	n:1	498017
AAEL002987	AGAP003925	1:1	559171
AAEL003012	AGAP003926	1:1	797566
AAEL003000	AAQ89696.1	1:1	335684
AAEL002996	AGAP003928	1:1	811979
AAEL002982	AGAP003929	1:1	829959
AAEL003018	AGAP003930	1:1	822376
AAEL003017	AGAP003931	1:1	282112
AAEL002999	AGAP003932	1:1	
AAEL003027	AGAP000345	1:1	
AAEL003041	AGAP000344	1:1	813037
AAEL003020	AGAP000819	1:1	852947
AAEL003049	AGAP000820	1:1	776893
AAEL003022	AGAP000234	1:1	
AAEL003034	AGAP000648	1:1	793644
AAEL003019	AGAP000649	1:1	779421
AAEL003036	AGAP000223	1:1	845836
AAEL003035	AGAP010089	1:1	657439
AAEL003045	AGAP004278	n:m	
AAEL003045	AGAP000226	n:m	281333
AAEL003048	AGAP000228	1:1	831597
AAEL003025	AGAP000231	1:1	696979
AAEL003026	AGAP000232	1:1	706194
AAEL003043	AGAP000233	1:1	334447
AAEL003046	AGAP001082	1:1	792862
AAEL003039	AGAP005375	1:1	862151
AAEL003032	AGAP000754	1:1	
AAEL003044	AGAP000968	1:1	668685
AAEL003087	AGAP006359	1:1	640838
AAEL003070	AGAP006358	1:1	856374
AAEL003054	AGAP008797	n:1	
AAEL003084	AGAP008315	1:1	489826
AAB01218.1	AGAP001190	n:1	
AAEL003079	AGAP007990	1:1	827207
AAEL003091	AGAP005753	1:1	827303
AAEL003058	AGAP005754	1:1	827236
AAEL003076	AGAP005752	1:1	827233
AAEL003086	AGAP008404	1:1	
AAEL003075	AGAP005747	1:1	271560
AAEL003071	AGAP005743	1:1	856644
AAEL003063	AGAP005742	1:1	
AAEL003069	AGAP004200	1:1	
AAEL003077	AGAP006237	1:1	834669
AAEL003082	AGAP011659	1:1	
AAEL003059	AGAP005738	1:1	547405
AAEL003052	AGAP005737	1:1	734141
AAEL003055	AGAP005736	1:1	741081
AAEL003065	AGAP005735	1:1	762214
AAEL003067	AGAP006410	1:1	672296
AAEL003088	AGAP005732	1:1	333843
AAEL003051	AGAP005734	1:1	337436
AAEL003061	AGAP006411	1:1	739896
AAEL003085	AGAP006412	1:1	267185
AAEL003064	AGAP006413	1:1	546923
AAEL003066	AAB87764.1	1:1	760491
AAEL003056	AGAP006191	1:1	
AAEL003083	AGAP005341	1:1	
AAEL003090	AGAP005342	1:1	778352
AAEL003089	AGAP005343	1:1	769211
AAEL003081	AGAP006153	1:1	
AAEL003103	AGAP000145	1:1	547124
AAEL003109	AGAP002047	1:1	697125
AAEL003092	AGAP004333	1:1	554168
AAEL003107	AGAP004334	1:1	339152
AAEL003104	AGAP007135	1:1	549766
AAEL003097	AGAP007133	1:1	826024
AAEL003106	AGAP007131	1:1	531854
AAEL003108	AGAP007130	1:1	830263
AAEL003105	AGAP007181	1:1	552711
AAEL000349	AGAP010245	1:1	
AAEL000376	AAV30080.1	1:1	550138
AAEL000322	AGAP007239	1:1	709712
AAEL000356	ABD18597.1	1:1	
AAEL000302	ABD18602.1	n:1	
AAEL000361	ABD18602.1	n:1	651229
AAEL000333	ABD18602.1	n:1	
AAEL000317	ABD18602.1	n:1	
AAEL000369	ABD18602.1	n:1	
AAEL000363	AGAP002450	1:1	298914
AAEL000348	AGAP002604	1:1	638671
AAEL000343	AGAP011085	1:1	559347
AAEL000330	AGAP006575	1:1	812242
AAEL000362	AGAP006574	1:1	703868
AAEL000378	AGAP006573	1:1	548017
AAEL000372	AGAP006570	1:1	853555
AAEL000321	AGAP006569	1:1	546830
AAEL000364	AGAP006548	n:1	
AAEL000313	AGAP006547	n:1	335919
AAEL000310	AGAP006546	n:1	
AAEL000332	AGAP009567	1:1	855026
AAEL000334	AGAP009232	1:1	549793
AAEL000307	AGAP009568	1:1	529435
AAEL000380	AGAP009235	1:1	302741
AAEL000331	AGAP009234	1:1	853950
AAEL000306	AGAP009231	1:1	338747
AAEL000368	AGAP009226	1:1	339390
AAEL000354	AGAP009225	1:1	737335
AAEL000328	AGAP009224	1:1	786421
AAEL000315	AGAP008636	1:1	
AAEL000324	AGAP008009	1:1	552478
AAEL000312	AGAP008010	1:1	335297
AAEL000311	AGAP008013	1:1	276053
AAEL000350	AAO12067.1	n:m	
AAEL000350	AAO12066.1	n:m	
AAEL000304	AGAP008014	1:1	333172
AAEL000335	AGAP008015	1:1	560179
AAEL000370	AGAP008016	1:1	852233
AAEL000339	AGAP008532	1:1	554895
AAEL000345	AGAP010754	n:1	269425
AAEL000346	AGAP007769	1:1	
AAEL000326	AGAP002207	n:m	
AAEL000326	AGAP009696	n:m	820477
AAEL000357	AGAP002207	n:m	
AAEL000357	AGAP009696	n:m	
AAEL000325	AGAP002207	n:m	819202
AAEL000325	AGAP009696	n:m	
AAEL000320	AGAP002207	n:m	
AAEL000320	AGAP009696	n:m	
AAEL000336	AGAP002200	1:1	773320
AAEL000340	AAU93484.1	1:1	820276
AAEL003111	AGAP011229	1:1	
AAEL003125	AGAP006780	1:1	832457
AAEL003113	AGAP006779	1:1	338202
AAEL003112	AGAP006261	1:1	273208
AAEL003116	AGAP006263	1:1	818448
AAEL003117	AGAP006264	1:1	817342
AAEL003119	AGAP006267	n:1	276844
