ID	ZT00	ZT06	ZT12	ZT18
FBgn0003071	45.289	47.555	52.725	50.389
FBgn0003071	41.901	44.007	49.677	47.901
FBgn0003071	41.943	44.381	49.796	48.089
FBgn0003074	214.696	306.288	254.317	232.609
FBgn0003074	212.01	302.675	249.497	228.982
FBgn0003074	214.59	306.15	254.204	232.48
FBgn0003076	571.11	712.756	372.114	494.876
FBgn0003079	4.871	5.795	3.923	4.925
FBgn0003086	0.191	0.184	0.066	0.317
FBgn0003087	0.496	0.546	0.777	0.612
FBgn0003087	0.472	0.52	0.741	0.628
FBgn0003089	0.312	0.057	0.306	0.474
FBgn0003089	0.378	0.03	0.227	0.283
FBgn0003089	0.345	0.055	0.236	0.258
FBgn0003089	0.327	0.052	0.28	0.272
FBgn0003089	0.731	0.142	0.44	0.485
FBgn0003090	0.688	0.545	0.593	1.117
FBgn0003090	0.791	0.568	0.681	1.103
FBgn0003091	4.657	3.541	3.8	4.315
FBgn0003091	3.949	2.976	3.208	3.604
FBgn0003093	6.093	5.407	4.592	4.782
FBgn0003093	6.071	5.419	4.621	4.827
FBgn0003114	0.407	0.065	0.209	0.54
FBgn0003116	18.262	28.674	19.216	20.528
FBgn0003117	4.097	8.224	4.769	5.635
FBgn0003117	4.322	8.477	5.088	5.884
FBgn0003118	5.519	6.453	5.719	7.255
FBgn0003118	6.367	7.087	6.508	7.365
FBgn0003118	7.418	7.138	6.679	7.704
FBgn0003129	4.347	2.791	2.929	3.194
FBgn0003134	93.094	141.245	146.563	182.882
FBgn0003134	67.198	100.554	104.796	129.328
FBgn0003137	104.276	112.349	116.487	106.241
FBgn0003137	98.402	103.901	110.453	98.829
FBgn0003137	104.682	113.323	117.588	107.118
FBgn0003140	0.392	0.216	0.768	2.678
FBgn0003141	26.692	35.451	38.632	36.886
FBgn0003145	0.65	0.054	0.581	0.732
FBgn0003149	93.832	61.797	108.316	68.866
FBgn0003149	94.632	62.833	110.29	68.773
FBgn0003149	2.603	1.222	1.972	2.659
FBgn0003159	12.346	12.231	8.385	11.674
FBgn0003162	39.88	36.793	22.457	17.027
FBgn0003162	32.952	28.608	18.596	14.073
FBgn0003165	4.479	4.483	4.091	4.823
FBgn0003169	13.87	13.452	11.843	12.842
FBgn0003169	19.977	19.559	17.085	18.529
FBgn0003174	0.351	0.102	0.397	0.475
FBgn0003175	16.882	11.69	8.998	11.716
FBgn0003175	14.275	9.671	7.358	9.803
FBgn0003175	17.921	12.39	9.322	12.426
FBgn0003187	0.696	0.191	0.818	3.195
FBgn0003189	2.691	2.903	3.333	3.789
FBgn0003204	16.508	17.223	12.202	15.286
FBgn0003204	16.609	17.445	12.316	15.554
FBgn0003205	36.901	38.96	39.828	36.65
FBgn0003210	8.083	9.119	6.574	7.589
FBgn0003210	7.58	8.499	5.721	6.982
FBgn0003218	3.843	2.728	2.883	5.138
FBgn0003218	3.814	2.685	2.858	5.21
FBgn0003218	4.313	3.079	3.209	5.517
FBgn0003218	3.835	2.699	2.863	5.096
FBgn0003218	3.42	2.599	2.339	3.873
FBgn0003231	333.366	318.605	650.098	581.269
FBgn0003249	6.812	3.857	4.576	4.557
FBgn0003254	0.514	0.117	0.603	0.727
FBgn0003255	0.67	0.524	0.493	0.866
FBgn0003256	13.014	14.239	11.376	13.464
FBgn0003256	17.728	19.743	15.879	18.671
FBgn0003256	16.743	18.739	15.024	17.895
FBgn0003256	5.223	5.677	4.559	5.375
FBgn0003261	263.661	256.812	160.632	136.611
FBgn0003261	273.094	266.296	166.358	141.63
FBgn0003261	239.845	233.89	146.315	124.5
FBgn0003261	179.625	177.659	111.428	96.873
FBgn0003267	0.226	0	0.387	0.487
FBgn0003268	0.603	0.75	0.577	0.677
FBgn0003270	0.513	0.22	0.196	0.265
FBgn0003274	3149.736	2931.773	2917.294	3585.515
FBgn0003278	2.152	2.132	1.184	1.911
FBgn0003285	0.948	0.514	0.488	0.561
FBgn0003295	0.403	0.071	0.327	0.56
FBgn0003300	0.16	0.051	0	0.088
FBgn0003301	2.227	1.788	2.165	1.856
FBgn0003301	2.108	1.71	2.014	1.764
FBgn0003301	2.191	1.81	2.158	1.854
FBgn0003301	2.874	2.505	3.011	2.219
FBgn0003302	2.449	2.47	2.708	4.216
FBgn0003308	22.771	13.977	7.561	20.99
FBgn0003313	1.359	0.972	0.852	1.367
FBgn0003319	0.314	0.202	0.335	0.568
FBgn0003328	34.522	8.817	15.322	15.714
FBgn0003328	31.441	8.209	14.188	14.993
FBgn0003334	6.764	6.8	6.019	7.071
FBgn0003339	0.198	0.032	0.079	0.23
FBgn0003345	5.966	5.726	5.118	4.924
FBgn0003345	8.001	7.788	7.107	6.805
FBgn0003345	8.261	8.458	7.497	7.331
FBgn0003345	7.56	7.189	6.71	6.368
FBgn0003345	8.357	8.268	7.453	6.991
FBgn0003345	8.26	8.407	7.541	7.387
FBgn0003345	7.186	6.792	6.317	5.984
FBgn0003346	5.25	7.037	5.965	5.058
FBgn0003346	4.939	6.782	5.948	4.721
FBgn0003360	1102.8	1063.26	930.139	897.941
FBgn0003371	54.08	50.781	45.98	54.578
FBgn0003371	51.247	48.224	43.518	51.535
FBgn0003371	26.323	25.066	22.467	27.19
FBgn0003371	50.231	47.273	42.702	50.437
FBgn0003371	47.206	44.116	39.446	47.291
FBgn0003371	54.253	50.668	45.406	54.408
FBgn0003371	50.728	47.703	43.024	50.992
FBgn0003371	30.501	29.106	26.189	31.225
FBgn0003371	26.771	24.922	20.694	26.722
FBgn0003375	0.416	0.267	0.143	0.277
FBgn0003377	0.207	0.133	0	0
FBgn0003380	0.603	0.246	0.395	0.455
FBgn0003380	0.535	0.21	0.224	0.414
FBgn0003380	0.628	0.382	0.505	0.445
FBgn0003380	0.542	0.184	0.273	0.35
FBgn0003380	0.496	0.174	0.309	0.479
FBgn0003380	0.264	0.113	0.242	0.285
FBgn0003382	0.347	0.079	0.261	0.424
FBgn0003386	3.367	1.834	2.278	3.424
FBgn0003386	3.863	2.21	3.125	3.435
FBgn0003386	3.226	1.729	2.243	3.194
FBgn0003388	1.236	1.955	2.301	1.026
FBgn0003391	2.051	1.2	1.032	1.435
FBgn0003392	9.319	11.363	9.545	11.314
FBgn0003392	9.647	11.778	9.958	11.754
FBgn0003392	12.705	16.499	13.701	15.869
FBgn0003392	10.086	12.38	10.504	12.42
FBgn0003392	13.513	17.378	14.664	17.322
FBgn0003392	13.54	17.412	14.666	17.334
FBgn0003392	10.121	12.428	10.523	12.45
FBgn0003392	9.631	11.798	9.935	11.758
FBgn0003392	13.081	16.772	14.037	16.564
FBgn0003401	2.303	4.386	2.598	3.086
FBgn0003410	8.22	8.929	8.452	10.006
FBgn0003410	8.771	9.782	9.416	10.492
FBgn0003411	0.772	0	0.177	0.342
FBgn0003415	4.09	2.77	2.651	2.832
FBgn0003415	4.434	2.918	2.784	3.007
FBgn0003416	2.634	2.01	1.332	1.658
FBgn0003423	9.34	5.622	8.513	6.818
FBgn0003423	9.291	5.457	8.292	6.71
FBgn0003423	9.607	5.765	8.783	6.956
FBgn0003423	10.82	6.54	10.175	7.82
FBgn0003423	8.87	5.18	7.854	6.391
FBgn0003423	7.301	4.469	6.641	6.161
FBgn0003423	9.267	5.549	8.484	6.697
FBgn0003423	9.361	5.606	8.567	6.776
FBgn0003423	8.805	5.132	7.782	6.343
FBgn0003429	1.345	1.827	2.424	1.54
FBgn0003429	1.968	2.804	3.736	2.319
FBgn0003429	1.981	2.849	3.798	2.335
FBgn0003429	1.257	1.681	2.256	1.443
FBgn0003429	1.836	2.843	3.817	2.291
FBgn0003429	1.955	2.787	3.736	2.311
FBgn0003429	1.954	2.796	3.788	2.335
FBgn0003429	1.864	2.859	3.875	2.316
FBgn0003435	3.979	3.073	6.087	19.114
FBgn0003435	3.912	3.055	6.02	18.826
FBgn0003435	3.06	2.968	4.303	11.904
FBgn0003435	3.144	3.006	4.314	12.304
FBgn0003435	2.927	2.812	4.059	11.268
FBgn0003435	2.774	2.138	4.568	16.22
FBgn0003435	1.294	1.218	1.545	2.962
FBgn0003435	2.913	2.812	4.054	11.228
FBgn0003435	1.973	1.938	2.394	4.769
FBgn0003435	3.044	2.967	4.297	11.859
FBgn0003435	1.279	1.246	1.558	2.951
FBgn0003435	3.074	2.947	4.233	11.722
FBgn0003435	1.281	1.243	1.555	2.936
FBgn0003435	2.797	2.703	4.445	15.712
FBgn0003444	5.161	5.498	5.243	4.881
FBgn0003447	0.714	0.557	0.682	0.695
FBgn0003447	1.419	1.221	1.051	1.131
FBgn0003450	0.94	0.03	0.29	0.25
FBgn0003450	0.943	0.03	0.291	0.251
FBgn0003459	2.303	2.773	1.642	2.343
FBgn0003459	2.313	2.632	1.715	2.3
FBgn0003460	4.942	3.522	4.542	3.629
FBgn0003462	5.666	4.397	4.191	4.201
FBgn0003463	14.934	14.599	17.148	11.909
FBgn0003464	6.215	4.935	4.659	4.95
FBgn0003475	11.239	6.924	6.568	8.618
FBgn0003475	11.232	6.92	6.564	8.622
FBgn0003475	9.723	5.516	4.591	4.816
FBgn0003479	8.755	9.919	7.525	7.219
FBgn0003482	0.517	0.747	0.443	0.601
FBgn0003486	0.421	0.232	0.351	0.519
FBgn0003495	8.151	8.848	9.691	8.192
FBgn0003495	7.752	8.295	9.013	7.529
FBgn0003502	6.873	8.825	7.485	9.526
FBgn0003502	4.891	6.144	5.064	6.586
FBgn0003502	7.023	9.018	7.336	9.676
FBgn0003502	6.985	8.981	7.726	9.736
FBgn0003502	6.015	7.451	6.731	8.658
FBgn0003507	77.908	88.732	58.956	79.147
FBgn0003507	73.465	84.97	55.287	75.02
FBgn0003507	65.48	75.143	50.384	67.679
FBgn0003510	0.745	0.569	0.486	0.989
FBgn0003511	3.503	4.028	4.877	4.272
FBgn0003512	9.234	9.262	8.845	8.481
FBgn0003514	167.074	126.618	134.097	131.597
FBgn0003517	1906.844	1815.057	1868.039	1907
FBgn0003520	8.941	7.042	7.257	6.859
FBgn0003525	0.923	1.364	0.898	0.998
FBgn0003525	0.886	1.291	0.772	0.97
FBgn0003557	39.589	26.719	24.681	27.258
FBgn0003557	40.926	28.116	26.998	28.042
FBgn0003557	44.263	30.25	29.282	30.265
FBgn0003559	7.839	8.986	8.158	7.709
FBgn0003559	8.82	10.035	9.084	8.497
FBgn0003567	3.173	6.052	3.813	4.828
FBgn0003575	5.217	6.354	4.94	5.898
FBgn0003598	13.057	13.857	11.698	13.215
FBgn0003607	48.516	55.992	51.332	52.521
FBgn0003607	52.795	61.501	56.43	57.307
FBgn0003612	5.204	6.087	5.215	6.498
FBgn0003612	5.436	6.191	5.604	6.896
FBgn0003612	4.953	5.885	4.597	5.777
FBgn0003612	5.186	6.05	4.892	5.999
FBgn0003612	5.966	7.128	5.971	7.948
FBgn0003612	5.604	6.823	5.609	7.101
FBgn0003612	5.472	6.232	5.131	6.978
FBgn0003638	24.268	23.748	22.027	21.223
FBgn0003651	5.44	5.652	4.668	6.462
FBgn0003651	16.228	22.534	20.311	23.023
FBgn0003651	19.316	27.316	24.916	27.612
FBgn0003654	4.888	6.077	4.642	5.01
FBgn0003654	4.986	6.198	4.764	5.052
FBgn0003654	5.023	6.243	4.799	5.089
FBgn0003654	4.77	5.973	4.54	4.896
FBgn0003654	5.028	6.25	4.804	5.094
FBgn0003654	4.742	5.896	4.504	4.861
FBgn0003654	4.776	5.981	4.546	4.903
FBgn0003654	4.981	6.133	4.712	5.107
FBgn0003656	24.336	19.569	19.645	23.813
FBgn0003656	42.707	34.68	39.556	43.795
FBgn0003660	266.315	254.616	254.931	241.845
FBgn0003660	260.715	249.787	247.617	235.653
FBgn0003660	318.431	310.136	310.571	296.663
FBgn0003687	4.639	5.22	6.66	6.354
FBgn0003701	0.429	0.108	0.21	0.275
FBgn0003714	10.435	10.671	11.855	10.933
FBgn0003714	24.909	25.588	27.887	26.081
FBgn0003716	16.865	25.705	17.049	21.959
FBgn0003716	15.217	23.199	15.391	19.785
FBgn0003719	4.962	2.946	2.099	3.648
FBgn0003720	0.402	0.021	0.299	0.4
FBgn0003721	1189.408	1257.386	1318.299	1087.498
FBgn0003721	242.217	251.076	251.613	209.466
FBgn0003721	705.782	745.381	771.709	645.218
FBgn0003721	728.356	766.831	770.393	673.562
FBgn0003721	714.304	754.279	782.216	653.258
FBgn0003721	447.377	466.588	469.681	388.065
FBgn0003721	1182.423	1248.856	1294.527	1081.135
FBgn0003721	155.219	163.591	165.311	142.72
FBgn0003721	736.362	775.279	779.376	681.209
FBgn0003721	1425.732	1505.929	1561.019	1303.726
FBgn0003721	377.47	396.124	394.437	329.865
FBgn0003721	1420.041	1499.861	1554.766	1298.509
FBgn0003731	17.02	19.511	14.995	20.068
FBgn0003733	3.884	4.974	6.33	6.554
FBgn0003733	3.941	5.047	6.457	6.685
FBgn0003741	14.153	11.868	19.219	14.775
FBgn0003742	10.477	11.307	9.387	10.291
FBgn0003742	11.977	13.57	10.826	12.419
FBgn0003748	97.18	88.014	87.489	67.718
FBgn0003748	93.568	85.256	83.283	64.922
FBgn0003748	94.743	86.689	85.762	67.02
FBgn0003748	90.405	82.175	80.858	62.915
FBgn0003748	87.372	79.973	79.12	61.849
FBgn0003748	68.056	63.417	60.987	48.695
FBgn0003861	5.386	3.539	3.967	3.198
FBgn0003862	4.135	2.782	2.462	2.58
FBgn0003862	3.426	2.124	1.682	1.902
FBgn0003862	4.4	3.037	2.661	2.782
FBgn0003865	0	0	0.051	0.197
FBgn0003866	3.139	3.086	2.144	2.833
FBgn0003867	40.834	47.172	41.065	55.276
FBgn0003867	30.438	35.017	30.415	40.981
FBgn0003870	4.506	2.849	3.589	3.285
FBgn0003870	15.381	14.142	12.836	14.001
FBgn0003882	18.727	23.205	18.134	20.417
FBgn0003884	319.402	346.222	486.712	450.797
FBgn0003886	0.836	0.349	0.918	1.612
FBgn0003890	80.757	90.641	128.926	114.676
FBgn0003890	90.536	100.707	144.021	127.386
FBgn0003892	2.447	1.853	2.209	1.839
FBgn0003896	18.801	17.949	16.848	12.031
FBgn0003941	2086.001	2076.296	2085.159	2061.32
FBgn0003941	2309.166	2298.423	2308.399	2281.601
FBgn0003942	3104.85	3222.839	3314.31	3174.689
FBgn0003943	37.028	32.155	40.316	40.704
FBgn0003943	41.251	36.38	45.645	45.987
FBgn0003943	40.055	35.146	44.209	44.715
FBgn0003944	7.729	7.677	7.46	8.249
FBgn0003944	8.398	8.731	8.074	9.401
FBgn0003963	7.093	9.697	6.957	9.094
FBgn0003964	13.775	15.406	14.793	15.16
FBgn0003969	4.459	4.761	4.302	4.62
FBgn0003975	0.27	0.076	0.243	0.415
FBgn0003979	0.619	0	0.121	0.294
FBgn0003979	0.72	0	0.141	0.342
FBgn0003983	0.278	0	0.19	0.461
FBgn0003997	2.495	1.679	1.877	2.736
FBgn0004034	0.129	0	0.066	0.279
FBgn0004047	3.23	0.455	8.165	0.705
FBgn0004049	6.777	10.034	6.677	8.051
FBgn0004050	6.556	5.558	5.366	5.634
FBgn0004050	7.107	6.025	5.816	6.107
FBgn0004054	0.14	0.135	0.24	0.326
FBgn0004054	0.14	0.134	0.239	0.325
FBgn0004057	42.29	70.533	78.416	44.7
FBgn0004087	29.553	38.59	30.334	30.558
FBgn0004101	1.293	0.893	0.927	1.406
FBgn0004102	0.089	0.01	0.122	0.197
FBgn0004106	0.793	0.509	0.335	0.365
FBgn0004107	1.632	1.327	1.306	0.94
FBgn0004107	1.742	1.416	1.314	0.964
FBgn0004108	4.237	2.277	3.009	3.174
FBgn0004108	4.368	2.312	3.096	3.383
FBgn0004117	771.102	673.865	977.48	738.4
FBgn0004117	511.742	446.797	653.524	483.736
FBgn0004118	0.524	0.179	0.27	0.403
FBgn0004133	9.566	6.235	13.145	6.279
FBgn0004133	8.776	5.667	12.058	5.698
FBgn0004167	13.912	13.296	12.765	12.674
FBgn0004167	14.147	13.606	13.088	12.891
FBgn0004167	14.468	13.93	13.367	13.165
FBgn0004167	14.623	14.087	13.527	13.33
FBgn0004167	14.486	13.964	13.394	13.192
FBgn0004168	0.892	0.303	0.288	0.61
FBgn0004169	984.603	773.556	1120.018	863.087
FBgn0004169	835.323	648.654	946.711	724.39
FBgn0004169	910.42	720.541	1038.747	804.239
FBgn0004169	934.193	735.099	1062.825	820.376
FBgn0004169	983.213	773.919	1119.172	864.977
FBgn0004169	925.758	731.411	1055.031	816.428
FBgn0004169	1002.203	786.041	1138.781	877.07
FBgn0004169	981.999	773.499	1118.261	864.703
FBgn0004173	11.662	20.411	32.878	106.137
FBgn0004174	11.157	18.553	30.363	90.282
FBgn0004179	27.087	23.188	23.578	23.129
FBgn0004179	22.175	18.662	19.19	18.902
FBgn0004179	12.912	11.996	11.306	12.677
FBgn0004179	24.968	22.355	20.912	22.918
FBgn0004181	2.466	2.217	20.98	19.117
FBgn0004198	1.513	0.44	0.466	0.606
FBgn0004198	1.474	0.431	0.457	0.596
FBgn0004198	1.465	0.436	0.462	0.597
FBgn0004198	1.543	0.453	0.475	0.623
FBgn0004227	8.273	9.451	9.121	9.514
FBgn0004228	6.696	0.418	1.148	0.494
FBgn0004237	29.045	34.655	34.606	36.295
FBgn0004242	0.694	0.711	0.612	0.637
FBgn0004242	0.975	0.829	0.869	0.808
FBgn0004242	0.651	0.641	0.536	0.606
FBgn0004242	0.556	0.487	0.533	0.523
FBgn0004242	0.966	0.843	0.884	0.813
FBgn0004244	0.306	0.138	0.326	0.341
FBgn0004244	0.314	0.138	0.326	0.336
FBgn0004244	0.179	0.046	0.172	0.249
FBgn0004359	6.152	4.881	7.593	4.391
FBgn0004360	1.737	0.113	0.182	0.254
FBgn0004362	28.531	32.088	29.219	37.136
FBgn0004362	33.459	38.389	35.316	43.529
FBgn0004362	24.623	27.861	25.397	32.108
FBgn0004363	530.418	507.92	489.444	466.809
FBgn0004363	480.749	453.985	441.541	417.109
FBgn0004363	280.412	268.191	258.551	246.566
FBgn0004363	454.361	428.847	417.089	394.173
FBgn0004364	4.18	4.473	2.918	3.123
FBgn0004367	0.505	0.642	0.644	0.676
FBgn0004368	9.283	5.158	3.855	3.099
FBgn0004368	11.086	6.888	5.568	4.14
FBgn0004370	4.957	1.248	1.536	0.967
FBgn0004370	4.878	1.226	1.509	0.962
FBgn0004370	4.315	1.241	1.347	0.976
FBgn0004372	0.371	0.071	0.229	0.542
FBgn0004373	13.259	11.338	9.58	9.582
FBgn0004373	11.996	10.282	8.868	9.081
FBgn0004379	0.792	1.201	4.332	1.491
FBgn0004379	0.795	1.239	4.454	1.539
FBgn0004387	30.203	37.773	28.394	39.72
FBgn0004387	30.412	37.979	28.594	39.834
FBgn0004390	7.598	4.645	3.951	4.228
FBgn0004395	4.636	4.729	3.737	4.426
FBgn0004395	4.925	5.035	4.11	4.835
FBgn0004395	4.982	5.015	4.196	5.01
FBgn0004397	24.376	18.107	22.59	20.524
FBgn0004401	37.884	40.813	40.011	49.969
FBgn0004403	1057.674	1028.27	993.489	1077.429
FBgn0004403	540.49	527.59	477.638	504.803
FBgn0004404	1057.674	1028.27	993.489	1077.429
FBgn0004404	540.49	527.59	477.638	504.803
FBgn0004419	32.365	37.697	41.502	42.436
FBgn0004419	31.697	36.573	41.254	41.76
FBgn0004427	1.239	2.033	0.567	0.64
FBgn0004429	0.536	0	0.515	1.426
FBgn0004431	0.234	0.225	0.401	0.544
FBgn0004432	656.712	714.591	798.918	745.544
FBgn0004435	14.364	15.589	12.93	15.477
FBgn0004436	50.165	47.072	42.521	43.844
FBgn0004449	12.122	10.224	10.632	10.286
FBgn0004456	28.314	36.45	19.523	27.388
FBgn0004456	23.898	33.095	15.459	24.11
FBgn0004456	22.745	31.167	14.641	22.887
FBgn0004465	26.974	27.655	25.995	26.973
FBgn0004507	150.03	289.746	272.319	217.159
FBgn0004507	147.601	278.14	266.239	210.09
FBgn0004509	10.362	5.235	5.696	5.439
FBgn0004509	10.395	5.709	5.864	5.842
FBgn0004510	4.895	6.4	5.986	4.289
FBgn0004512	28.337	10.886	13.524	14.726
FBgn0004513	3.043	0.153	0.459	0.487
FBgn0004514	0.714	0.791	0.527	0.688
FBgn0004516	0.784	0.239	0.564	0.625
FBgn0004554	0.726	0.078	0.249	0.321
FBgn0004574	42.412	49.676	41.71	44.533
FBgn0004574	46.582	54.062	45.349	48.724
FBgn0004577	0.177	0.038	0.284	0.314
FBgn0004580	5.231	4.056	1.32	3.426
FBgn0004583	8.552	8.173	6.239	5.747
FBgn0004584	1.797	3.253	3.253	2.918
FBgn0004587	54.891	68.347	65.981	52.518
FBgn0004587	53.631	66.567	64.28	51.187
FBgn0004587	31.573	40.352	38.043	29.462
FBgn0004587	55.478	69.013	66.985	53.11
FBgn0004587	29.079	37.297	34.818	27.192
FBgn0004587	53.649	66.573	65.483	51.405
FBgn0004593	0.158	0	0	0.105
FBgn0004594	0.315	0	0	0.105
FBgn0004595	21.516	40.058	19.018	25.99
FBgn0004595	7.079	12.252	6.395	8.672
FBgn0004595	21.748	40.522	19.261	26.305
FBgn0004597	9.505	11.718	11.601	10.654
FBgn0004598	0	0	0	0
FBgn0004606	7.942	9	5.131	7.681
FBgn0004607	0.471	0.203	0.48	0.358
FBgn0004607	0.471	0.203	0.48	0.358
FBgn0004611	15.783	13.115	9.818	14.072
FBgn0004611	15.466	13.124	9.662	13.875
FBgn0004618	0.484	0.162	0.292	0.489
FBgn0004622	44.095	49.742	14.117	27.694
FBgn0004622	44.049	49.712	14.088	27.682
FBgn0004635	6.657	3.606	4.067	5.062
FBgn0004638	39.212	37.067	35.056	36.517
FBgn0004638	38.094	36.2	34.409	35.639
FBgn0004638	38.81	36.758	34.827	36.202
FBgn0004638	32.598	31.095	29.146	30.349
FBgn0004643	5.226	6.744	7.856	6.944
FBgn0004646	26.515	35.594	28.194	33.406
FBgn0004646	25.471	35.778	26.635	32.515
FBgn0004646	28.124	39.924	30.413	36.642
FBgn0004646	26.352	37.433	28.522	34.334
FBgn0004647	0.768	0.584	0.841	0.819
FBgn0004647	0.725	0.479	0.657	0.764
FBgn0004648	20.248	19.431	18.124	19.836
FBgn0004648	22.546	21.783	20.19	22.163
FBgn0004648	45.406	54.54	48.07	55.418
FBgn0004648	20.064	19.258	17.937	19.668
FBgn0004649	0.115	0.027	0.079	0.181
FBgn0004652	0.44	0.537	0.453	0.891
FBgn0004652	0.487	0.521	0.413	0.862
FBgn0004652	0.503	0.485	0.398	0.797
FBgn0004652	0.463	0.52	0.413	0.861
FBgn0004652	0.445	0.416	0.356	0.714
FBgn0004652	0.447	0.418	0.357	0.717
FBgn0004652	0.397	0.288	0.281	0.544
FBgn0004652	0.643	0.638	0.461	0.796
FBgn0004652	0.841	0.629	0.482	0.519
FBgn0004654	273.857	434.77	516.438	308.74
FBgn0004655	3.669	3.293	2.809	3.167
FBgn0004656	2.179	1.321	1.517	1.681
FBgn0004656	2.173	1.298	1.469	1.661
FBgn0004656	2.192	1.322	1.496	1.692
FBgn0004657	41.13	35.463	31.276	31.405
FBgn0004666	0.163	0.03	1.023	0.248
FBgn0004666	0.145	0.027	1.035	0.206
FBgn0004687	120.076	103.436	100.209	95.991
FBgn0004698	5.995	8.062	4.501	7.997
FBgn0004698	9.103	11.395	8.256	11.152
FBgn0004777	0	0	0.041	0.279
FBgn0004778	0.228	0	0.235	0.303
FBgn0004779	0.263	0	0.18	0.233
FBgn0004780	0.273	0	0.312	0.242
FBgn0004782	0.079	0.051	0.163	0.21
FBgn0004783	0	0	0.118	0.057
FBgn0004797	18.216	20.163	18.637	39.626
FBgn0004811	7.435	10.956	9.095	10.534
FBgn0004828	163.068	185.276	150.54	158.066
FBgn0004828	94.387	116.369	152.314	145.919
FBgn0004828	173.915	197.099	162	165.254
FBgn0004828	180.951	204.665	166.019	175.477
FBgn0004838	45.629	48.438	43.506	45.01
FBgn0004838	61.164	66.952	53.219	63.285
FBgn0004838	18.222	18.512	16.035	17.462
FBgn0004838	75.131	80.691	72.611	75.081
FBgn0004841	0.225	0.026	0.224	0.407
FBgn0004852	14.379	13.864	15.527	13.868
FBgn0004854	0.382	0.136	0.451	0.268
FBgn0004855	16.715	18.321	17.929	18.835
FBgn0004856	19.294	19.392	19.981	20.827
FBgn0004859	7.158	6.173	5.388	6.312
FBgn0004859	7.68	6.666	5.743	6.738
FBgn0004860	0.755	0.778	0.684	0.871
FBgn0004861	2.504	2.972	2.687	2.236
FBgn0004861	2.467	2.901	2.584	2.183
FBgn0004862	6.739	2.894	3.311	3.267
FBgn0004864	4.582	4.836	4.875	4.996
FBgn0004865	0.412	0.198	0.341	0.604
FBgn0004867	1794.681	1751.686	1766.52	1671.064
FBgn0004868	118.983	142.208	154.351	152.588
FBgn0004870	0.801	0.34	0.482	0.409
FBgn0004870	0.803	0.341	0.483	0.411
FBgn0004870	0.803	0.341	0.483	0.41
FBgn0004875	4.54	4.871	4.671	4.73
FBgn0004875	4.655	5.053	4.84	4.913
FBgn0004875	4.6	4.983	4.788	4.834
FBgn0004875	4.194	4.422	4.326	4.31
FBgn0004875	4.708	5.057	4.845	4.896
FBgn0004876	10.044	4.896	4.37	4.715
FBgn0004876	11.247	5.509	4.843	5.298
FBgn0004880	0.325	0.046	0.297	0.636
FBgn0004882	0.621	0.508	0.763	2.076
FBgn0004882	0.42	0.339	0.539	1.412
FBgn0004882	0.495	0.368	0.595	1.553
FBgn0004885	32.316	28.233	23.166	35.794
FBgn0004885	31.765	27.763	22.824	35.207
FBgn0004889	31.013	20.758	17.856	22.61
FBgn0004889	27.801	17.631	15.271	19.285
FBgn0004889	29.402	20	17.027	21.747
FBgn0004889	31.082	20.805	17.896	22.66
FBgn0004889	28.975	19.431	16.621	21.31
FBgn0004892	0.756	0.695	1.14	0.619
FBgn0004893	7.845	0.872	1.765	1.577
FBgn0004893	8.28	0.925	1.858	1.595
FBgn0004893	8.07	0.902	1.811	1.555
FBgn0004897	0.235	0	0.363	0.391
FBgn0004898	0.558	0.102	0.219	0.689
FBgn0004901	3.286	3.557	3.822	3.223
FBgn0004903	6.606	7.234	6.556	7.688
FBgn0004903	5.131	6.366	5.074	6.671
FBgn0004903	6.889	7.366	6.909	7.956
FBgn0004903	6.879	7.355	6.932	7.943
FBgn0004903	6.837	7.406	7.036	8.027
FBgn0004903	6.587	7.203	6.515	7.67
FBgn0004907	469.863	440.462	431.652	369.631
FBgn0004907	417.099	416.889	388.957	358.471
FBgn0004907	281.007	260.879	257.768	220.678
FBgn0004907	472.464	440.466	435.528	372.265
FBgn0004907	284.804	265.954	260.997	223.393
FBgn0004910	14.081	2.756	4.701	3.252
FBgn0004913	5.434	5.938	5.374	6.43
FBgn0004913	5.344	5.818	5.265	6.3
FBgn0004914	34.274	41.6	47.082	45.856
FBgn0004914	45.241	53.645	62.598	59.122
FBgn0004915	12.44	15.583	15.945	15.784
FBgn0004915	11.71	15.011	14.855	14.877
FBgn0004919	1.615	1.394	1.477	1.299
FBgn0004919	1.258	1.099	1.358	0.978
FBgn0004921	295.109	304.696	318.221	297.156
FBgn0004921	352.917	365.491	382.839	354.727
FBgn0004924	12.429	14.769	11.944	11.494
FBgn0004924	9.418	10.152	8.883	8.788
FBgn0004926	85.958	100.107	93.038	85.854
FBgn0004957	9.588	7.615	8.637	6.99
FBgn0005278	237.404	279.034	152.578	168.348
FBgn0005278	230.084	270.445	147.898	163.187
FBgn0005278	246.544	289.834	157.769	175.005
FBgn0005278	255.953	303.491	161.747	181.022
FBgn0005322	32.323	43.394	39.021	39.038
FBgn0005355	9.722	10.809	9.857	10.045
FBgn0005386	2.149	2.006	2.037	2.191
FBgn0005390	0.682	0.505	0.54	0.468
FBgn0005411	31.194	33.07	35.235	34.348
FBgn0005411	31.849	33.712	35.954	35.015
FBgn0005411	31.014	32.828	34.916	34.372
