ID	ZT00	ZT06	ZT12	ZT18
FBgn0030666	0.169	0.027	0.087	0.14
FBgn0030669	24.244	23.487	28.412	25.55
FBgn0030670	86.826	96.018	91.208	90.664
FBgn0030670	72.872	80.249	76.153	75.8
FBgn0030672	44.62	39.468	33.347	30.897
FBgn0030675	5.8	6.055	5.528	5.383
FBgn0030676	6.951	7.964	5.869	7.105
FBgn0030680	4.103	3.59	3.211	3.846
FBgn0030684	0.58	0.339	0.543	0.42
FBgn0030685	13.558	16.608	13.729	16.003
FBgn0030685	12.476	15.092	12.628	14.656
FBgn0030692	15.666	16.177	17.259	18.178
FBgn0030693	43.974	48.914	54.268	48.325
FBgn0030694	9.461	11.533	13.752	13.581
FBgn0030697	0.62	0.531	1.578	7.107
FBgn0030699	19.5	18.394	19.199	19.473
FBgn0030701	4.928	5.977	6.152	5.822
FBgn0030703	374.534	529.812	754.088	616.714
FBgn0030703	377.295	533.885	760.045	621.433
FBgn0030703	388.786	549.368	784.384	638.851
FBgn0030706	0.43	0.282	0.21	0.311
FBgn0030706	0.446	0.28	0.216	0.308
FBgn0030710	0.946	0.394	0.456	0.51
FBgn0030716	0.849	0.892	0.741	0.748
FBgn0030716	0.864	0.897	0.754	0.751
FBgn0030717	10.853	15.597	16.011	15.295
FBgn0030719	69.096	76.202	78.151	64.624
FBgn0030719	68.183	75.107	77.072	63.73
FBgn0030724	98.616	117.447	119.452	118.674
FBgn0030724	100.143	118.846	121.46	119.584
FBgn0030725	0.395	0.169	0.203	1.465
FBgn0030729	0.288	0	0.099	0.096
FBgn0030731	138.075	179.36	250.972	201.805
FBgn0030734	41.353	47.068	50.424	45.327
FBgn0030734	41.133	46.812	49.833	45.674
FBgn0030734	42.522	48.379	51.532	47.165
FBgn0030734	41.225	47.066	49.535	45.695
FBgn0030738	7.059	7.446	7.625	7.457
FBgn0030738	7.775	8.179	8.424	8.174
FBgn0030739	10.903	11.849	13.461	11.314
FBgn0030742	1.741	0.91	0.75	0.941
FBgn0030743	49.502	54.509	66.764	71.421
FBgn0030744	7.028	9.372	8.159	9.795
FBgn0030744	6.806	9.197	7.406	9.461
FBgn0030744	6.824	9.007	7.889	9.384
FBgn0030745	22.65	22.211	24.291	20.561
FBgn0030747	1.412	0.093	0.352	0.245
FBgn0030747	1.396	0.101	0.355	0.24
FBgn0030748	28.453	37.428	26.356	29.376
FBgn0030748	28.103	36.882	25.922	28.973
FBgn0030749	49.702	53.884	41.119	38.8
FBgn0030749	44.31	48.907	35.033	35.461
FBgn0030749	49.014	53.17	40.063	38.246
FBgn0030749	42.925	47.76	35.707	35.726
FBgn0030749	52.473	58.179	44.07	43.944
FBgn0030752	36.384	36.81	34.346	34.39
FBgn0030759	12.634	16.623	15.584	15.878
FBgn0030761	9.495	10.968	9.839	9.528
FBgn0030763	2.959	1.478	2.739	2.403
FBgn0030764	0.79	0.31	0.361	0.525
FBgn0030766	3.406	1.573	1.919	1.464
FBgn0030768	4.004	6.169	7.298	6.992
FBgn0030769	5.099	4.537	12.212	4.517
FBgn0030769	3.957	3.399	7.96	2.948
FBgn0030776	30.583	1.893	0.809	0.294
FBgn0030778	1.591	2.511	5.366	3.083
FBgn0030778	1.646	2.588	5.507	3.168
FBgn0030778	1.425	2.388	4.125	2.494
FBgn0030786	22.187	25.819	30.536	24.966
FBgn0030788	10.515	12.665	10.712	11.267
FBgn0030789	4.122	4.51	4.386	3.745
FBgn0030791	29.926	44.021	32.181	34.927
FBgn0030794	1.116	0.949	1.329	1.396
FBgn0030795	0.902	0.946	0.887	1.158
FBgn0030796	7.516	7.472	10.327	8.806
FBgn0030796	6.819	6.81	9.485	8.179
FBgn0030796	7.151	7.147	9.812	8.329
FBgn0030796	6.912	6.789	9.53	7.913
FBgn0030796	7.373	7.3	10.115	8.238
FBgn0030798	0.442	0.112	0.368	0.232
FBgn0030798	0.427	0.108	0.364	0.232
FBgn0030799	12.279	18.241	16.53	17.442
FBgn0030800	10.339	13.226	13.127	12.712
FBgn0030801	11.114	11.673	10.674	11.474
FBgn0030802	28.168	36.231	30.798	34.297
FBgn0030802	29.203	36.916	31.854	34.404
FBgn0030806	1.406	1.473	1.625	1.107
FBgn0030809	11.641	10.207	9.271	10.348
FBgn0030809	11.844	10.4	9.448	10.536
FBgn0030812	5.157	5.406	4.329	4.562
FBgn0030812	5.803	6.06	4.799	5.005
FBgn0030813	1.438	1.637	0.919	1.303
FBgn0030816	3.928	4.713	4.162	3.239
FBgn0030817	0.792	0.928	1.63	1.006
FBgn0030817	0.852	0.912	1.494	0.944
FBgn0030823	0.404	0.052	0.305	1.101
FBgn0030824	250.793	0.573	0.334	0.377
FBgn0030830	0.298	0	0	0.066
FBgn0030830	0.125	0	0	0.083
FBgn0030832	0.187	0.06	0	0.31
FBgn0030834	8.363	8.188	7.283	7.605
FBgn0030836	0.095	0.061	0.065	0.189
FBgn0030838	26.813	32.159	26.423	28.884
FBgn0030838	27.311	32.909	27.054	29.405
FBgn0030844	0.158	0.061	0.065	0.126
FBgn0030844	0.216	0.028	0.03	0.029
FBgn0030847	12.966	4.34	4.828	4.994
FBgn0030847	14.734	4.899	5.415	5.904
FBgn0030847	12.819	4.378	4.628	5.107
FBgn0030847	14.579	4.895	5.345	5.808
FBgn0030847	12.821	4.412	4.664	5.082
FBgn0030850	99.85	77.175	53.889	45.451
FBgn0030855	3.826	3.908	2.931	3.268
FBgn0030859	2.091	2.848	1.57	1.145
FBgn0030864	1.439	1.155	1.014	0.558
FBgn0030868	0.124	0.08	0.256	0.083
FBgn0030869	10.26	10.941	10.641	10.018
FBgn0030872	16.78	16.555	17.792	18.075
FBgn0030873	18.486	18.532	17.643	16.065
FBgn0030873	20.411	20.248	19.162	17.621
FBgn0030873	21.739	21.505	20.452	19.041
FBgn0030874	4.565	4.841	5.454	4.805
FBgn0030876	25.626	25.482	30.364	30.495
FBgn0030876	25.744	25.897	30.489	30.809
FBgn0030876	23.414	23.354	27.163	27.781
FBgn0030878	12.208	12.621	10.899	12.523
FBgn0030882	0.136	0.066	0.047	0.045
FBgn0030882	0.11	0.07	0.05	0.049
FBgn0030882	0.148	0.071	0.051	0.049
FBgn0030882	0.092	0.079	0.042	0.041
FBgn0030883	19.142	18.899	23.751	22.9
FBgn0030889	0.151	0.012	0.091	0.226
FBgn0030890	17.625	12.106	9.448	11.545
FBgn0030892	13.39	13.803	11.81	12.984
FBgn0030893	23.317	24.667	23.761	25.918
FBgn0030893	22.804	24.072	23.173	25.329
FBgn0030894	12.168	7.659	8.441	10.4
FBgn0030897	0.59	0.312	0.381	0.43
FBgn0030897	0.585	0.309	0.378	0.427
FBgn0030897	0.6	0.31	0.387	0.43
FBgn0030898	0.556	0.134	0.334	1.248
FBgn0030905	0	0.227	0.243	0.471
FBgn0030912	11.337	1.208	2.052	3.846
FBgn0030913	0.231	0.037	0.111	0.146
FBgn0030913	0.217	0.035	0.102	0.126
FBgn0030915	5.373	5.406	6.025	5.903
FBgn0030925	18.074	15.753	14.645	15.227
FBgn0030925	15.279	13.589	11.702	13.425
FBgn0030926	24.968	33.782	31.072	31.022
FBgn0030927	21.34	10.738	11.078	11.967
FBgn0030931	0	0.039	0.042	0
FBgn0030933	0.58	0.287	1.317	4.063
FBgn0030936	0.815	1.109	1.546	6.214
FBgn0030940	0.37	0.035	0.246	0.325
FBgn0030941	26.325	18.379	22.08	17.835
FBgn0030945	2.891	2.168	3.004	3.1
FBgn0030946	8.529	8.301	7.485	7.836
FBgn0030946	8.73	8.464	7.711	8.042
FBgn0030947	0.876	0.779	0.925	0.582
FBgn0030949	0.083	0	0.142	0.11
FBgn0030952	0.209	0.201	0.215	1.529
FBgn0030955	15.677	4.216	6.081	4.635
FBgn0030960	17.775	16.023	12.535	16.273
FBgn0030961	0.594	0.391	0.248	0.318
FBgn0030964	5.993	1.639	1.345	1.72
FBgn0030964	5.876	1.604	1.303	1.753
FBgn0030968	136.97	136.849	123.36	152.819
FBgn0030969	4.432	5.017	5.547	4.804
FBgn0030974	6.23	6.954	6.635	7.185
FBgn0030976	67.646	69.765	62.478	58.676
FBgn0030976	66.081	67.855	60.898	56.814
FBgn0030981	0.168	0.108	0.115	0.223
FBgn0030989	0.455	0.133	0.681	1.291
FBgn0030990	28.829	33.725	31.371	27.343
FBgn0030997	2.995	0.508	0.939	0.967
FBgn0030997	2.94	0.499	0.922	0.949
FBgn0030998	3.258	0.06	0.106	0.165
FBgn0031001	0.122	0.089	0.203	0.393
FBgn0031004	5.733	0.174	0.213	0.232
FBgn0031005	0.283	0.343	0.237	0.439
FBgn0031006	5.246	5.673	4.262	4.479
FBgn0031010	12.99	0.109	0.186	0.112
FBgn0031011	26.835	18.052	17.463	23.302
FBgn0031012	19.237	19.876	12.105	20.806
FBgn0031016	2.899	2.359	1.436	1.794
FBgn0031016	1.855	1.489	0.845	1.194
FBgn0031016	1.882	1.512	0.854	1.191
FBgn0031023	8.692	7.674	6.166	6.121
FBgn0031030	4.405	4.102	2.607	3.988
FBgn0031030	11.221	10.993	8.612	9.907
FBgn0031030	11.006	10.853	8.288	9.872
FBgn0031030	16.956	16.608	12.994	14.293
FBgn0031030	9.612	9.451	7.245	8.755
FBgn0031030	4.259	4.071	2.708	4.006
FBgn0031031	0.335	0.242	3.737	1.197
FBgn0031031	0.339	0.245	3.778	1.21
FBgn0031032	0.258	0.018	0.177	0.133
FBgn0031032	0.214	0.015	0.147	0.19
FBgn0031037	248.966	176.791	228.781	155.209
FBgn0031039	10.738	9.007	6.999	8.992
FBgn0031039	5.519	4.366	3.532	4.966
FBgn0031043	14.562	20.432	21.359	18.258
FBgn0031043	14.579	20.634	21.499	18.453
FBgn0031044	3.886	4.407	3.114	3.474
FBgn0031047	21.972	24.366	25.772	26.936
FBgn0031052	1.424	1.676	1.478	1.537
FBgn0031053	0.697	0.602	0.735	0.481
FBgn0031054	8.819	8.878	8.293	8.011
FBgn0031055	15.759	16.757	18.674	16.249
FBgn0031055	15.95	16.984	18.947	16.43
FBgn0031058	2.759	1.726	1.165	1.316
FBgn0031059	9.389	10.103	10.839	10.712
FBgn0031059	11.675	12.599	13.632	13.642
FBgn0031060	7.385	7.64	6.027	5.929
FBgn0031061	7.019	7.348	7.638	7.489
FBgn0031065	0.217	0.093	0.248	0.3
FBgn0031066	544.767	472.735	593.022	505.926
FBgn0031066	533.516	468.601	584.762	499.041
FBgn0031069	94.696	113.596	124.151	88.581
FBgn0031077	1.19	1.04	1.111	1.174
FBgn0031077	1.192	1.041	1.113	1.176
FBgn0031078	2.034	2.227	2.023	1.959
FBgn0031080	14.387	3.264	2.449	2.3
FBgn0031081	3.543	1.241	1.221	1.25
FBgn0031082	0.466	0.224	0.36	2.168
FBgn0031085	1.286	1.101	2.169	6.125
FBgn0031086	0.168	0.054	0.634	0.168
FBgn0031088	0.625	0.244	0.298	0.162
FBgn0031089	17.255	4.475	4.927	4.235
FBgn0031090	20.272	24.076	22.453	24.548
FBgn0031091	0.834	0.268	0.511	0.495
FBgn0031091	0.83	0.361	0.61	0.531
FBgn0031092	43.249	53.51	99.615	81.351
FBgn0031093	15.174	12.481	17.005	16.097
FBgn0031099	18.23	18.43	17.004	19.235
FBgn0031099	18.597	18.848	17.349	19.729
FBgn0031100	0.085	0.027	0.039	0.113
FBgn0031100	0.156	0.05	0.054	0.173
FBgn0031100	0.103	0.044	0.071	0.159
FBgn0031106	16.792	13.783	14.52	13.127
FBgn0031108	1.019	1.193	2.304	7.45
FBgn0031111	0.202	0.173	0.185	0.09
FBgn0031114	3.799	3.885	3.164	3.821
FBgn0031115	7.018	7.71	6.526	8.367
FBgn0031117	28.347	31.178	50.569	35.998
FBgn0031117	26.349	28.134	45.913	32.717
FBgn0031118	3.612	2.796	2.293	2.663
FBgn0031119	2.994	3.609	4.094	3.653
FBgn0031127	1.012	1.364	2.915	5.646
FBgn0031127	1.197	1.409	2.875	5.635
FBgn0031128	1.449	1.192	3.541	11.793
FBgn0031128	1.447	1.19	3.567	11.837
FBgn0031128	1.44	1.185	3.55	11.78
FBgn0031128	1.32	1.086	3.254	10.796
FBgn0031128	1.43	1.177	3.526	11.73
FBgn0031132	0.221	0.113	0.394	0.411
FBgn0031139	0.156	0.184	0.267	1.916
FBgn0031143	36.513	35.424	37.636	31.597
FBgn0031144	4.515	4.433	4.403	4.412
FBgn0031145	66.976	91.179	91.89	80.838
FBgn0031146	12.182	4.271	6.105	8.15
FBgn0031148	66.658	68.192	29.541	37.864
FBgn0031149	10.948	16.431	13.488	12.403
FBgn0031150	5.611	4.818	3.634	3.751
FBgn0031155	0.108	0.104	0.332	1.502
FBgn0031155	0.101	0.097	0.312	1.476
FBgn0031157	0.32	0.342	0.585	1.134
FBgn0031161	13.055	16.496	12.424	13.395
FBgn0031161	12.825	16.225	12.181	13.224
FBgn0031161	13.079	16.469	12.418	13.389
FBgn0031163	0.684	0.256	0.43	0.719
FBgn0031164	0.156	0.251	0.536	2.389
FBgn0031168	0.673	0.36	0.77	2.871
FBgn0031169	0.758	0.688	0.619	0.663
FBgn0031169	0.316	0.219	0.338	0.345
FBgn0031170	9.36	10.882	5.557	6.439
FBgn0031170	9.804	11.301	5.868	6.719
FBgn0031171	4.632	6.036	10.471	8.012
FBgn0031174	11.791	13.051	11.968	12.512
FBgn0031176	21.525	22.878	9.555	18.987
FBgn0031178	0	0	0.141	0.136
FBgn0031181	0.117	0.1	0.187	0.181
FBgn0031187	7.11	8.316	8.653	8.708
FBgn0031187	7.163	8.746	8.914	9.04
FBgn0031187	9.386	10.807	11.468	11.361
FBgn0031188	14.382	14.29	12.362	12.228
FBgn0031188	12.464	12.654	10.507	11.024
FBgn0031190	55.812	50.044	47.713	61.026
FBgn0031191	1.466	1.334	1.773	2.744
FBgn0031191	2.269	2.068	2.35	3.557
FBgn0031191	2.335	2.16	2.394	3.653
FBgn0031191	1.63	1.49	1.782	2.809
FBgn0031195	3.415	3.083	3.752	3.917
FBgn0031195	3.52	3.178	3.867	4.037
FBgn0031197	0.137	0	0.188	0.228
FBgn0031209	0.275	0.096	0.258	0.366
FBgn0031213	45.28	46.952	48.87	49.535
FBgn0031213	38.059	39.511	40.803	41.169
FBgn0031213	42.143	43.506	45.396	45.903
FBgn0031217	17.225	24.857	33.819	29.273
FBgn0031217	17.268	25.085	34.995	29.081
FBgn0031220	53.92	96.973	154.536	103.683
FBgn0031220	51.975	93.474	148.175	99.559
FBgn0031220	50.81	91.216	144.431	97.342
FBgn0031220	47.544	85.486	134.11	91.009
FBgn0031220	52.655	94.64	148.006	100.8
FBgn0031220	53.742	96.411	153.139	103.117
FBgn0031224	17.471	20.424	19.026	18.523
FBgn0031227	1.704	2.015	1.302	2.368
FBgn0031228	122.296	118.814	139.616	138.073
FBgn0031228	116.518	110.499	133.402	132.004
FBgn0031228	165.488	159.075	187.746	186.302
FBgn0031228	180.567	176.571	209.575	204.09
FBgn0031228	112.345	109.022	128.047	126.933
FBgn0031228	108.945	104.847	127.066	125.01
FBgn0031233	7.481	8.374	7.04	8.792
FBgn0031238	7.328	8.445	7.289	6.232
FBgn0031238	7.634	8.861	7.688	6.621
FBgn0031240	0.681	0.629	2.054	9.477
FBgn0031244	44.473	38.992	38.941	37.45
FBgn0031245	53.288	73.298	69.722	67.178
FBgn0031250	24.389	48.087	49.196	50.816
FBgn0031251	3.795	2.418	3.509	2.748
FBgn0031251	3.923	2.469	3.627	2.789
FBgn0031253	17.81	17.61	37.631	33.21
FBgn0031257	1.007	0.331	0.584	0.634
FBgn0031257	0.998	0.32	0.599	0.613
FBgn0031258	5.471	5.441	5.137	4.785
FBgn0031264	1.343	0.847	1.307	1.574
FBgn0031264	1.332	0.839	1.295	1.56
FBgn0031266	7.958	8.33	7.012	7.474
FBgn0031270	2.247	1.698	2.721	3.015
FBgn0031273	0.13	0.017	0.071	0.12
FBgn0031275	0.397	0.062	0.339	0.496
FBgn0031275	0.393	0.071	0.399	0.585
FBgn0031276	0.561	0.36	1.155	0.186
FBgn0031277	6.019	1.932	1.783	1.091
FBgn0031281	2.38	2.758	2.665	2.745
FBgn0031285	311.679	366.388	303.522	340.025
FBgn0031285	305.686	358.636	297.377	332.918
FBgn0031287	4.532	4.591	6.908	5.653
FBgn0031288	1.017	0.163	0.349	0.675
FBgn0031288	1.229	0.197	0.422	0.749
FBgn0031288	1.321	0.121	0.518	0.669
FBgn0031289	0.553	0.079	0.211	0.572
FBgn0031296	0.409	0.197	0.315	0.611
FBgn0031298	43.002	51.875	38.403	46.152
FBgn0031299	12.974	14.377	10.236	10.695
FBgn0031301	0.585	0.22	0.318	0.884
FBgn0031302	1.347	0.371	1.1	0.469
FBgn0031305	157.08	211.092	151.063	184.801
FBgn0031306	20.209	30.431	11.478	21.811
FBgn0031312	22.629	23.804	29.022	26.455
FBgn0031313	264.072	258.785	265.587	259.611
FBgn0031314	2.769	3.775	3.799	4.178
FBgn0031315	20.046	21.603	21.609	22.151
FBgn0031317	29.995	14.702	13.927	16.209
FBgn0031318	11.765	11.571	10.316	9.85
FBgn0031319	6.758	8.532	8.337	7.689
FBgn0031319	6.743	8.513	8.318	7.672
FBgn0031319	5.838	7.53	7.232	6.576
FBgn0031319	6.896	8.678	8.489	7.8
FBgn0031322	27.1	22.834	33.143	23.072
FBgn0031322	29.054	24.547	36.416	24.416
FBgn0031327	17.123	18.067	22.435	22.083
FBgn0031337	0.461	0.394	1.37	2.245
FBgn0031343	0.81	0.208	0.722	3.821
FBgn0031343	0.756	0.218	0.7	3.915
FBgn0031345	0.289	0.805	0.728	5.573
FBgn0031347	1.536	1.195	2.958	15.64
FBgn0031351	4.352	4.561	4.522	4.422
FBgn0031357	13.036	16.062	19.464	18.022
FBgn0031357	11.376	14.231	17.042	16.004
FBgn0031359	45.399	54.193	61.115	54.868
FBgn0031372	0.57	0.403	1.331	3.828
FBgn0031373	49.56	144.365	147.969	105.262
FBgn0031374	17.091	23.9	13.745	17.533
FBgn0031374	23.219	32.861	18.605	24.196
FBgn0031374	17.775	24.628	14.1	18.215
FBgn0031375	0.342	0.044	0.313	0.546
FBgn0031377	2.359	2.301	2.227	2.33
FBgn0031379	15.117	20.661	17.474	17.211
FBgn0031381	162.227	150.149	204.918	192.732
FBgn0031384	4.724	6.627	6.865	7.102
FBgn0031384	4.868	6.871	7.495	7.282
FBgn0031384	4.747	6.659	6.874	7.101
FBgn0031384	4.829	6.757	7.394	7.184
FBgn0031384	4.745	6.48	6.717	6.871
FBgn0031389	14.735	18.667	16.001	11.508
FBgn0031390	5.195	6.076	5.061	5.696
FBgn0031391	6.038	7.62	6.698	7.931
FBgn0031392	5.533	7.542	6.557	9.854
FBgn0031392	5.33	7.085	6.18	9.292
FBgn0031392	5.472	6.948	6.039	9.565
FBgn0031393	7.549	4.195	4.918	3.878
FBgn0031395	18.938	26.931	26.268	27.73
FBgn0031395	18.665	25.937	25.959	27.043
FBgn0031395	18.974	26.902	26.204	27.727
FBgn0031398	1.952	3.2	3.983	3.277
FBgn0031398	1.948	3.192	3.973	3.269
FBgn0031399	6.929	8.669	7	8.511
FBgn0031401	29.854	24.919	25.453	18.287
FBgn0031401	30.881	25.474	26.106	18.9
FBgn0031403	5.051	3.365	3.726	4.495
FBgn0031407	1.157	1.238	2.712	8.391
FBgn0031409	0.345	0.166	1.184	0.917
FBgn0031412	0.275	0.295	0.315	0.61
FBgn0031413	1.963	2.598	3.325	2.662
FBgn0031413	1.962	2.614	3.199	2.533
FBgn0031413	1.864	2.524	3.309	2.45
FBgn0031414	0.487	0.197	0.27	0.471
FBgn0031417	210.769	250.665	163.796	172.101
FBgn0031417	211.646	251.207	164.196	172.483
FBgn0031418	222.634	260.767	271.041	210.209
FBgn0031418	202.222	236.958	246.258	191.024
FBgn0031418	201.194	235.535	244.625	189.664
FBgn0031420	4.395	4.729	3.825	3.569
FBgn0031423	0.675	0.65	1.389	4.169
FBgn0031424	0.371	0.123	0.246	0.342
FBgn0031424	0.39	0.136	0.283	0.333
FBgn0031426	0.736	0.095	0.353	1.223
FBgn0031428	20.617	21.583	13.796	25.201
FBgn0031431	0.305	0.168	0.478	0.318
FBgn0031432	29.665	37.826	18.222	23.419
FBgn0031436	123.384	120.932	147.096	145.06
FBgn0031437	42.373	41.886	40.371	40.439
FBgn0031440	0.374	0.24	0.586	0.674
FBgn0031441	0.288	0.185	0.434	0.497
FBgn0031449	112.735	157.989	115.969	138.199
FBgn0031449	115.113	161.385	119.475	141.44
FBgn0031449	109.021	152.791	112.115	133.487
FBgn0031449	119.251	166.507	123.114	145.736
FBgn0031449	107.687	149.974	110.499	130.786
FBgn0031451	1.235	0.94	1.444	4.773
FBgn0031452	10.544	9.458	9.792	10.292
FBgn0031453	128.874	129.454	148.862	148.995
FBgn0031453	320.404	332.411	383.661	391.637
FBgn0031453	148.408	149.152	171.474	171.6
FBgn0031454	12.943	13.275	12.488	10.486
FBgn0031456	5.008	4.982	5.538	4.693
FBgn0031457	13.529	13.05	12.025	13.05
FBgn0031458	22.397	24.489	18.772	19.094
FBgn0031461	22.829	26.239	19.494	24.141
FBgn0031462	0.75	0.416	1.24	4.303
FBgn0031463	0.221	0.32	0.455	0.808
FBgn0031465	0.402	0.043	0.23	0.379
FBgn0031466	0.388	0.125	0.2	0.387
FBgn0031466	0.719	0.142	0.19	0.294
FBgn0031470	1.536	0.079	0.632	0.367
FBgn0031471	0.487	0.07	0.26	0.144
FBgn0031472	0.302	0	0.622	0.067
FBgn0031473	1.98	1.571	6.583	0.968
FBgn0031476	3.432	2.712	5.161	20.386
FBgn0031478	42.8	55.31	81.869	67.471
FBgn0031483	2.768	2.833	3.164	3.038
FBgn0031484	9.33	8.405	8.293	8.798
FBgn0031485	14.083	12.48	9.364	12.398
FBgn0031488	1.977	0.842	0.47	1.059
FBgn0031490	20.122	17.941	9.791	12.377
FBgn0031492	4.509	6.081	5.098	5.389
FBgn0031495	11.542	14.387	13.69	13.174
FBgn0031495	11.017	13.915	13.225	12.676
FBgn0031496	0.853	0.444	0.87	1.21
FBgn0031496	0.851	0.443	0.868	1.207
FBgn0031497	35.102	35.881	33.593	28.83
FBgn0031498	7.28	7.332	7.213	6.923
FBgn0031500	21.98	29.996	24.222	20.413
FBgn0031501	6.411	10.575	16.91	29.742
FBgn0031515	3.73	7.081	7.937	8.315
FBgn0031515	3.233	6.399	6.99	7.436
FBgn0031515	3.351	6.592	7.334	7.762
FBgn0031516	9.448	10.46	6.865	10.108
FBgn0031517	71.67	0.309	0.247	0.692
FBgn0031519	0.612	0.564	0.708	0.813
FBgn0031528	8.478	7.078	8.401	8.762
FBgn0031529	12.399	21.629	20.756	22.122
FBgn0031529	12.534	22.331	21.468	22.721
FBgn0031530	3.792	4.562	2.369	3.606
FBgn0031534	83.849	109.924	81.403	102.419
FBgn0031535	19.684	20.439	40.656	30.073
FBgn0031544	32.758	45.712	63.568	48.782
FBgn0031546	0.26	0.371	0.476	0.903
FBgn0031547	2.75	0.335	1.041	0.598
FBgn0031550	0.222	0.086	0.091	0.206
FBgn0031558	271.543	269.318	136.893	237.295
FBgn0031560	2434.853	195.707	179.174	280.784
FBgn0031562	1464.194	6.914	20.083	3.543
FBgn0031564	5.126	3.918	4.019	3.73
FBgn0031568	1.199	0.777	1.144	1.021
FBgn0031571	1.295	0.33	0.628	0.541
FBgn0031571	1.294	0.328	0.623	0.542
FBgn0031574	1.251	0.714	1.921	9.078
FBgn0031574	1.198	0.673	1.862	8.682
FBgn0031575	1.68	3.178	2.627	5.788
FBgn0031580	0.35	0.15	0.32	0.31
FBgn0031589	39.785	35.917	22.746	26.54
FBgn0031589	41.005	36.978	23.422	27.386
FBgn0031589	45.653	41.482	26.977	29.989
FBgn0031589	41.628	37.972	23.8	27.656
FBgn0031589	40.859	36.738	22.933	27.16
FBgn0031590	36.842	43.03	35.863	40.948
FBgn0031596	0.421	0.135	0.481	2.563
FBgn0031596	0.42	0.135	0.48	2.558
FBgn0031597	0.847	1.001	0.907	0.991
FBgn0031597	0.839	0.991	0.898	0.981
FBgn0031603	9.008	7.838	12.521	10.787
FBgn0031604	6.471	9.376	7.932	9.326
FBgn0031606	2.326	2.291	2.434	2.632
FBgn0031607	9.741	12.578	14.214	11.263
FBgn0031609	5.893	9.056	9.285	9.245
FBgn0031609	7.885	12.21	12.445	12.395
FBgn0031610	2.38	2.307	2.273	2.852
FBgn0031613	0.41	0.527	0.657	0.727
FBgn0031617	0.316	0.012	0.281	0.445
FBgn0031619	0.241	0.039	0.165	0.4
FBgn0031621	0.456	0.088	0.344	0.424
FBgn0031628	3.154	3.347	3.335	2.561
FBgn0031629	45.261	3.018	4.018	3.573
FBgn0031630	1.289	0.887	1.295	1.224
FBgn0031632	1.132	1.144	0.879	1.011
FBgn0031634	0.83	0.389	0.677	0.79
FBgn0031634	0.819	0.364	0.662	0.767
FBgn0031634	0.784	0.368	0.643	0.749
FBgn0031634	0.856	0.38	0.677	0.773
FBgn0031635	16.281	21.632	25.911	26.241
FBgn0031635	16.97	22.544	27.265	27.311
FBgn0031636	15.82	26.348	17.987	18.544
FBgn0031637	41.755	36.218	38.727	36.121
FBgn0031637	64.146	56.352	61.11	55.679
FBgn0031637	68.066	61.778	66.009	57.169
FBgn0031637	66.687	59.913	64.225	56.094
FBgn0031637	63.224	55.566	60.031	54.372
FBgn0031639	16.272	16.358	21.542	20.294
FBgn0031640	14.587	18.754	15.862	17.709
FBgn0031645	112.692	76.566	53.438	76.201
FBgn0031645	121.094	80.921	60.019	80.77
FBgn0031646	3.734	4.196	3.971	3.267
FBgn0031649	9.419	7.687	7.275	7.121
FBgn0031650	3.055	0.804	1.065	1.231
FBgn0031651	23.499	24.353	23.791	26.756
FBgn0031653	0.558	0.102	0.164	0.476
FBgn0031654	0.298	0.096	0.358	0.446
FBgn0031655	1.613	2.159	1.95	2.597
FBgn0031660	43.87	47.924	52.239	53.325
FBgn0031662	35.81	46.549	52.235	52.933
FBgn0031663	25.439	29.3	29.891	29.234
FBgn0031664	4.298	4.092	4.575	5.219
FBgn0031664	3.91	3.722	4.208	4.77
FBgn0031668	32.285	32.844	40.014	36.317
FBgn0031670	92.71	117.692	163.711	129.418
FBgn0031670	76.39	96.892	134.489	106.537
FBgn0031673	12.164	14.335	17.293	14.86
FBgn0031673	12.495	14.708	17.675	15.192
FBgn0031675	22.507	23.718	28.08	20.376
FBgn0031676	6.648	8.247	8.108	7.279
FBgn0031677	0.906	0.485	0.725	1.604
FBgn0031681	9.829	10.079	9.292	8.908
FBgn0031683	11.06	12.246	10.075	12.226
FBgn0031683	10.999	12.178	10.019	12.159
FBgn0031684	111.343	96.827	135.714	136.532
FBgn0031688	2.839	1.519	1.731	1.939
FBgn0031689	161.13	178.011	138.939	279.665
FBgn0031690	4.89	4.362	4.251	10.465
FBgn0031692	159.491	145.739	174.621	134.61
FBgn0031693	63.326	84.77	69.777	92.687
FBgn0031694	18.363	23.679	27.762	33.78
FBgn0031695	27.386	28.736	40.539	32.275
FBgn0031696	3.95	3.322	3.254	3.793
FBgn0031698	3.543	2.513	2.695	2.892
FBgn0031700	45.364	34.859	36.967	40.386
FBgn0031701	14.764	9.645	274.079	14.627
FBgn0031701	14.019	8.924	255.792	13.851
FBgn0031702	28.375	32.767	27.585	25.171
FBgn0031702	30.563	35.256	29.692	27.034
FBgn0031702	26.878	31.104	26.328	24.11
FBgn0031707	1.335	1.492	1.933	1.807
FBgn0031710	27.118	34.664	31.433	33.747
FBgn0031711	13.62	16.807	16.662	18.777
FBgn0031715	0.395	0.101	0.271	0.367
FBgn0031717	23.03	30.599	22.737	18.072
FBgn0031717	18.96	25.096	18.677	14.799
FBgn0031717	22.271	29.865	22.202	17.42
FBgn0031717	17.688	23.765	17.638	13.843
