Gene.ID	Transcript.ID	Affy.ID	Gene.Type
ENSRNOG00000010930	ENSRNOT00000015562	1389344_at	protein_coding
ENSRNOG00000032817	ENSRNOT00000048152		protein_coding
ENSRNOG00000009564	ENSRNOT00000012668	1374142_at	protein_coding
ENSRNOG00000014282	ENSRNOT00000019155	1387764_at	protein_coding
ENSRNOG00000047314	ENSRNOT00000071420	1372631_at	protein_coding
ENSRNOG00000047314	ENSRNOT00000071420	1389858_at	protein_coding
ENSRNOG00000047313	ENSRNOT00000044464		protein_coding
ENSRNOG00000011178	ENSRNOT00000041617		protein_coding
ENSRNOG00000020066	ENSRNOT00000027179		protein_coding
ENSRNOG00000005045	ENSRNOT00000006755	1388965_at	protein_coding
ENSRNOG00000005045	ENSRNOT00000006755	1395826_at	protein_coding
ENSRNOG00000005045	ENSRNOT00000006755	1378530_at	protein_coding
ENSRNOG00000005045	ENSRNOT00000006755	1392558_at	protein_coding
ENSRNOG00000005045	ENSRNOT00000006755	1379554_at	protein_coding
ENSRNOG00000005045	ENSRNOT00000077715	1395826_at	protein_coding
ENSRNOG00000005045	ENSRNOT00000077715	1379554_at	protein_coding
ENSRNOG00000007038	ENSRNOT00000009418	1369366_at	protein_coding
ENSRNOG00000051946	ENSRNOT00000091018		snRNA
ENSRNOG00000012604	ENSRNOT00000016819	1379721_at	protein_coding
ENSRNOG00000012604	ENSRNOT00000016819	1372396_at	protein_coding
ENSRNOG00000012604	ENSRNOT00000064580	1379721_at	protein_coding
ENSRNOG00000012604	ENSRNOT00000064580	1372396_at	protein_coding
ENSRNOG00000012604	ENSRNOT00000090202	1379721_at	protein_coding
ENSRNOG00000012604	ENSRNOT00000090202	1372396_at	protein_coding
ENSRNOG00000036404	ENSRNOT00000043659		miRNA
ENSRNOG00000021119	ENSRNOT00000028674	1376212_at	protein_coding
ENSRNOG00000016687	ENSRNOT00000022480	1376447_at	protein_coding
ENSRNOG00000057537	ENSRNOT00000092149		snoRNA
ENSRNOG00000055519	ENSRNOT00000088772		protein_coding
ENSRNOG00000051929	ENSRNOT00000091449		protein_coding
ENSRNOG00000051929	ENSRNOT00000084095		protein_coding
ENSRNOG00000056927	ENSRNOT00000087880		snRNA
ENSRNOG00000061218	ENSRNOT00000086807		protein_coding
ENSRNOG00000056879	ENSRNOT00000079344		snoRNA
ENSRNOG00000003866	ENSRNOT00000005143	1389244_x_at	protein_coding
ENSRNOG00000003866	ENSRNOT00000005143	1370097_a_at	protein_coding
ENSRNOG00000003866	ENSRNOT00000005143	1373661_a_at	protein_coding
ENSRNOG00000003866	ENSRNOT00000091514	1370097_a_at	protein_coding
ENSRNOG00000003866	ENSRNOT00000091514	1373661_a_at	protein_coding
ENSRNOG00000061736	ENSRNOT00000085511		snoRNA
ENSRNOG00000061526	ENSRNOT00000090515	1385774_at	protein_coding
ENSRNOG00000036260	ENSRNOT00000054383		miRNA
ENSRNOG00000035461	ENSRNOT00000053584		miRNA
ENSRNOG00000023951	ENSRNOT00000024679	1397538_at	protein_coding
ENSRNOG00000052873	ENSRNOT00000079479		protein_coding
ENSRNOG00000052873	ENSRNOT00000078608		protein_coding
ENSRNOG00000052873	ENSRNOT00000090834		protein_coding
ENSRNOG00000043137	ENSRNOT00000066715	1394411_at	protein_coding
ENSRNOG00000059245	ENSRNOT00000087132		protein_coding
ENSRNOG00000054972	ENSRNOT00000078322		protein_coding
ENSRNOG00000044264	ENSRNOT00000069531		rRNA
ENSRNOG00000020411	ENSRNOT00000027665	1380163_at	protein_coding
ENSRNOG00000000979	ENSRNOT00000001295	1392839_at	protein_coding
ENSRNOG00000056492	ENSRNOT00000090969		snoRNA
ENSRNOG00000025745	ENSRNOT00000036537		protein_coding
ENSRNOG00000031208	ENSRNOT00000052360	1367796_at	protein_coding
ENSRNOG00000031208	ENSRNOT00000085832	1367796_at	protein_coding
ENSRNOG00000013969	ENSRNOT00000019076	1382981_at	protein_coding
ENSRNOG00000019243	ENSRNOT00000026081	1393637_at	protein_coding
ENSRNOG00000054571	ENSRNOT00000082343		snoRNA
ENSRNOG00000016177	ENSRNOT00000022020	1382081_at	protein_coding
ENSRNOG00000029558	ENSRNOT00000045052		protein_coding
ENSRNOG00000058062	ENSRNOT00000090209		snoRNA
ENSRNOG00000007680	ENSRNOT00000046595		protein_coding
ENSRNOG00000056611	ENSRNOT00000089028		snRNA
ENSRNOG00000002134	ENSRNOT00000071877		protein_coding
ENSRNOG00000002134	ENSRNOT00000040985		protein_coding
ENSRNOG00000002134	ENSRNOT00000074889		protein_coding
ENSRNOG00000052711	ENSRNOT00000085261		misc_RNA
ENSRNOG00000052775	ENSRNOT00000078158	1383714_at	protein_coding
ENSRNOG00000052775	ENSRNOT00000078158	1381915_at	protein_coding
ENSRNOG00000060631	ENSRNOT00000080432		snRNA
ENSRNOG00000011484	ENSRNOT00000015278	1367580_at	protein_coding
ENSRNOG00000030145	ENSRNOT00000041610		protein_coding
ENSRNOG00000054249	ENSRNOT00000088418		miRNA
ENSRNOG00000010516	ENSRNOT00000014273	1398287_at	protein_coding
ENSRNOG00000049185	ENSRNOT00000058389		protein_coding
ENSRNOG00000047493	ENSRNOT00000046598	1387093_at	protein_coding
ENSRNOG00000047493	ENSRNOT00000046598	1387094_at	protein_coding
ENSRNOG00000047493	ENSRNOT00000043374	1387094_at	protein_coding
ENSRNOG00000059718	ENSRNOT00000081322		snRNA
ENSRNOG00000017348	ENSRNOT00000023327	1369596_at	protein_coding
ENSRNOG00000046694	ENSRNOT00000071401		miRNA
ENSRNOG00000004421	ENSRNOT00000006051	1376450_at	protein_coding
ENSRNOG00000038758	ENSRNOT00000059211		protein_coding
ENSRNOG00000053488	ENSRNOT00000085587		snRNA
ENSRNOG00000048410	ENSRNOT00000070791		miRNA
ENSRNOG00000054604	ENSRNOT00000072326		pseudogene
ENSRNOG00000031485	ENSRNOT00000026968	1367966_at	protein_coding
ENSRNOG00000060871	ENSRNOT00000087024		snRNA
ENSRNOG00000001090	ENSRNOT00000001446	1391871_at	protein_coding
ENSRNOG00000007256	ENSRNOT00000009718	1386119_at	protein_coding
ENSRNOG00000007256	ENSRNOT00000009718	1369540_at	protein_coding
ENSRNOG00000053308	ENSRNOT00000086904		snRNA
ENSRNOG00000054903	ENSRNOT00000079570		lincRNA
ENSRNOG00000061263	ENSRNOT00000082432		lincRNA
ENSRNOG00000052453	ENSRNOT00000089312		lincRNA
ENSRNOG00000059727	ENSRNOT00000091266		snRNA
ENSRNOG00000028299	ENSRNOT00000033652		protein_coding
ENSRNOG00000055081	ENSRNOT00000084688		lincRNA
ENSRNOG00000058266	ENSRNOT00000087994		lincRNA
ENSRNOG00000041566	ENSRNOT00000063319		miRNA
ENSRNOG00000051888	ENSRNOT00000091950		lincRNA
ENSRNOG00000008800	ENSRNOT00000011632		protein_coding
ENSRNOG00000004075	ENSRNOT00000005423		protein_coding
ENSRNOG00000047712	ENSRNOT00000074322	1387601_at	protein_coding
ENSRNOG00000047712	ENSRNOT00000074322	1374966_at	protein_coding
ENSRNOG00000055250	ENSRNOT00000091734		lincRNA
ENSRNOG00000056772	ENSRNOT00000079180	1386827_at	protein_coding
ENSRNOG00000056772	ENSRNOT00000079180	1384276_at	protein_coding
ENSRNOG00000058435	ENSRNOT00000090016		snRNA
ENSRNOG00000053060	ENSRNOT00000081891		protein_coding
ENSRNOG00000053060	ENSRNOT00000085829	1374567_at	protein_coding
ENSRNOG00000061178	ENSRNOT00000090909		lincRNA
ENSRNOG00000003931	ENSRNOT00000005257	1383918_at	protein_coding
ENSRNOG00000048494	ENSRNOT00000073030		miRNA
ENSRNOG00000025608	ENSRNOT00000082156	1368570_at	protein_coding
ENSRNOG00000025608	ENSRNOT00000035411		protein_coding
ENSRNOG00000007345	ENSRNOT00000090918	1384913_at	protein_coding
ENSRNOG00000007345	ENSRNOT00000090918	1374622_at	protein_coding
ENSRNOG00000007345	ENSRNOT00000049482	1384913_at	protein_coding
ENSRNOG00000045914	ENSRNOT00000051416		protein_coding
ENSRNOG00000054732	ENSRNOT00000089927		protein_coding
ENSRNOG00000026564	ENSRNOT00000060550		protein_coding
ENSRNOG00000026564	ENSRNOT00000089140		protein_coding
ENSRNOG00000015117	ENSRNOT00000020297	1373755_at	protein_coding
ENSRNOG00000015117	ENSRNOT00000020297	1396140_at	protein_coding
ENSRNOG00000054518	ENSRNOT00000079318		snoRNA
ENSRNOG00000007663	ENSRNOT00000010383	1367573_at	protein_coding
ENSRNOG00000058151	ENSRNOT00000083064		protein_coding
ENSRNOG00000015895	ENSRNOT00000021764	1387206_at	protein_coding
ENSRNOG00000015895	ENSRNOT00000091696		protein_coding
ENSRNOG00000015895	ENSRNOT00000091557		protein_coding
ENSRNOG00000044767	ENSRNOT00000070034		rRNA
ENSRNOG00000014838	ENSRNOT00000019916		protein_coding
ENSRNOG00000058149	ENSRNOT00000090194		snRNA
ENSRNOG00000017130	ENSRNOT00000023187	1370079_at	protein_coding
ENSRNOG00000037795	ENSRNOT00000057372		protein_coding
ENSRNOG00000035854	ENSRNOT00000053977		rRNA
ENSRNOG00000055928	ENSRNOT00000089918		snRNA
ENSRNOG00000018940	ENSRNOT00000025621	1369250_at	protein_coding
ENSRNOG00000018940	ENSRNOT00000077441	1369250_at	protein_coding
ENSRNOG00000052376	ENSRNOT00000078157		protein_coding
ENSRNOG00000052376	ENSRNOT00000088824		protein_coding
ENSRNOG00000003620	ENSRNOT00000004864	1368304_at	protein_coding
ENSRNOG00000061880	ENSRNOT00000091955		snRNA
ENSRNOG00000053411	ENSRNOT00000074019		protein_coding
ENSRNOG00000033584	ENSRNOT00000042213		protein_coding
ENSRNOG00000013867	ENSRNOT00000087408	1387301_at	protein_coding
ENSRNOG00000013867	ENSRNOT00000087408	1393314_at	protein_coding
ENSRNOG00000013867	ENSRNOT00000087408	1392820_at	protein_coding
ENSRNOG00000013867	ENSRNOT00000018577	1387301_at	protein_coding
ENSRNOG00000021041	ENSRNOT00000028563	1375648_at	protein_coding
ENSRNOG00000021041	ENSRNOT00000028563	1381604_at	protein_coding
ENSRNOG00000058257	ENSRNOT00000080282		snRNA
ENSRNOG00000039954	ENSRNOT00000083451		protein_coding
ENSRNOG00000039954	ENSRNOT00000090013		protein_coding
ENSRNOG00000039954	ENSRNOT00000061398		protein_coding
ENSRNOG00000039954	ENSRNOT00000061391		protein_coding
ENSRNOG00000015669	ENSRNOT00000020970	1385226_at	protein_coding
ENSRNOG00000050894	ENSRNOT00000071738		miRNA
ENSRNOG00000050999	ENSRNOT00000073480		miRNA
ENSRNOG00000052655	ENSRNOT00000084876		snRNA
ENSRNOG00000011330	ENSRNOT00000015451		protein_coding
ENSRNOG00000051804	ENSRNOT00000091959		snoRNA
ENSRNOG00000007493	ENSRNOT00000010025	1393405_at	protein_coding
ENSRNOG00000006998	ENSRNOT00000009162		protein_coding
ENSRNOG00000058875	ENSRNOT00000090435		snRNA
ENSRNOG00000051714	ENSRNOT00000087464		snoRNA
ENSRNOG00000017737	ENSRNOT00000024280	1367745_at	protein_coding
ENSRNOG00000017737	ENSRNOT00000091265	1367745_at	protein_coding
ENSRNOG00000010714	ENSRNOT00000090644	1383904_at	protein_coding
ENSRNOG00000010714	ENSRNOT00000014248	1383904_at	protein_coding
ENSRNOG00000010714	ENSRNOT00000090763		protein_coding
ENSRNOG00000059528	ENSRNOT00000078613		snRNA
ENSRNOG00000012965	ENSRNOT00000017340	1385696_at	protein_coding
ENSRNOG00000031440	ENSRNOT00000083277		protein_coding
ENSRNOG00000031440	ENSRNOT00000050372		protein_coding
ENSRNOG00000049423	ENSRNOT00000073047		miRNA
ENSRNOG00000025100	ENSRNOT00000038151		protein_coding
ENSRNOG00000014658	ENSRNOT00000020028	1396860_s_at	protein_coding
ENSRNOG00000014658	ENSRNOT00000020028	1368542_at	protein_coding
ENSRNOG00000036429	ENSRNOT00000054541		miRNA
ENSRNOG00000001243	ENSRNOT00000001668	1395169_at	protein_coding
ENSRNOG00000036526	ENSRNOT00000054633		miRNA
ENSRNOG00000020620	ENSRNOT00000028003	1370486_a_at	protein_coding
ENSRNOG00000010805	ENSRNOT00000014701	1368271_a_at	protein_coding
ENSRNOG00000010805	ENSRNOT00000077311	1368271_a_at	protein_coding
ENSRNOG00000004632	ENSRNOT00000006174	1368802_at	protein_coding
ENSRNOG00000060791	ENSRNOT00000078218		protein_coding
ENSRNOG00000048130	ENSRNOT00000066305	1368719_at	protein_coding
ENSRNOG00000048130	ENSRNOT00000066305	1389396_at	protein_coding
ENSRNOG00000048130	ENSRNOT00000037662	1368719_at	protein_coding
ENSRNOG00000048130	ENSRNOT00000037662	1389396_at	protein_coding
ENSRNOG00000055845	ENSRNOT00000089459		snoRNA
ENSRNOG00000052135	ENSRNOT00000083862		snRNA
ENSRNOG00000058628	ENSRNOT00000080669		protein_coding
ENSRNOG00000006395	ENSRNOT00000008386		protein_coding
ENSRNOG00000035521	ENSRNOT00000053644		miRNA
ENSRNOG00000036287	ENSRNOT00000054410		miRNA
ENSRNOG00000048760	ENSRNOT00000075052		pseudogene
ENSRNOG00000021912	ENSRNOT00000054852		protein_coding
ENSRNOG00000060627	ENSRNOT00000086225		snoRNA
ENSRNOG00000044997	ENSRNOT00000070264		rRNA
ENSRNOG00000015290	ENSRNOT00000020647	1367603_at	protein_coding
ENSRNOG00000005362	ENSRNOT00000007258	1387821_at	protein_coding
ENSRNOG00000005362	ENSRNOT00000081599	1387821_at	protein_coding
ENSRNOG00000018385	ENSRNOT00000024785	1387736_at	protein_coding
ENSRNOG00000032570	ENSRNOT00000044883	1393742_at	protein_coding
ENSRNOG00000060965	ENSRNOT00000089380		snoRNA
ENSRNOG00000009233	ENSRNOT00000012583	1383548_at	protein_coding
ENSRNOG00000055753	ENSRNOT00000088237		snoRNA
ENSRNOG00000019301	ENSRNOT00000026219		protein_coding
ENSRNOG00000003956	ENSRNOT00000051655	1380831_at	protein_coding
ENSRNOG00000003956	ENSRNOT00000036502		protein_coding
ENSRNOG00000004127	ENSRNOT00000079763		protein_coding
ENSRNOG00000004127	ENSRNOT00000005467		protein_coding
ENSRNOG00000051970	ENSRNOT00000084911	1368469_at	protein_coding
ENSRNOG00000046444	ENSRNOT00000071554		miRNA
ENSRNOG00000057771	ENSRNOT00000091718		snRNA
ENSRNOG00000031331	ENSRNOT00000041605		protein_coding
ENSRNOG00000032131	ENSRNOT00000049860		protein_coding
ENSRNOG00000003555	ENSRNOT00000004719		protein_coding
ENSRNOG00000056842	ENSRNOT00000079972		lincRNA
ENSRNOG00000048303	ENSRNOT00000073882		miRNA
ENSRNOG00000012514	ENSRNOT00000044486		protein_coding
ENSRNOG00000036562	ENSRNOT00000054666		miRNA
ENSRNOG00000026912	ENSRNOT00000037796		protein_coding
ENSRNOG00000048508	ENSRNOT00000072814	1370735_at	protein_coding
ENSRNOG00000059592	ENSRNOT00000085217		lincRNA
ENSRNOG00000057819	ENSRNOT00000081740		snoRNA
ENSRNOG00000020412	ENSRNOT00000068497	1388614_at	protein_coding
ENSRNOG00000020412	ENSRNOT00000068497	1377070_at	protein_coding
ENSRNOG00000006126	ENSRNOT00000009015	1368199_at	protein_coding
ENSRNOG00000041395	ENSRNOT00000063148		miRNA
ENSRNOG00000045726	ENSRNOT00000074710		protein_coding
ENSRNOG00000056573	ENSRNOT00000089225		lincRNA
ENSRNOG00000028381	ENSRNOT00000033768		pseudogene
ENSRNOG00000059149	ENSRNOT00000086815	1395496_at	lincRNA
ENSRNOG00000003443	ENSRNOT00000004601	1382033_at	protein_coding
ENSRNOG00000048041	ENSRNOT00000074637		miRNA
ENSRNOG00000060165	ENSRNOT00000083501		lincRNA
ENSRNOG00000052390	ENSRNOT00000091721		lincRNA
ENSRNOG00000024535	ENSRNOT00000036278		protein_coding
ENSRNOG00000019232	ENSRNOT00000061249	1382468_at	protein_coding
ENSRNOG00000019232	ENSRNOT00000061249	1394737_at	protein_coding
ENSRNOG00000019232	ENSRNOT00000089138	1382468_at	protein_coding
ENSRNOG00000019232	ENSRNOT00000089138	1394737_at	protein_coding
ENSRNOG00000045851	ENSRNOT00000072661		miRNA
ENSRNOG00000052649	ENSRNOT00000083729		lincRNA
ENSRNOG00000043125	ENSRNOT00000065917		protein_coding
ENSRNOG00000011747	ENSRNOT00000015684	1374254_a_at	protein_coding
ENSRNOG00000054520	ENSRNOT00000083921		lincRNA
ENSRNOG00000056008	ENSRNOT00000086718		lincRNA
ENSRNOG00000013247	ENSRNOT00000017689		protein_coding
ENSRNOG00000032542	ENSRNOT00000046690	1387890_at	protein_coding
ENSRNOG00000008467	ENSRNOT00000011467		protein_coding
ENSRNOG00000012204	ENSRNOT00000016493	1398920_at	protein_coding
ENSRNOG00000059018	ENSRNOT00000087304		rRNA
ENSRNOG00000061271	ENSRNOT00000079772		lincRNA
ENSRNOG00000016953	ENSRNOT00000022749		protein_coding
ENSRNOG00000051772	ENSRNOT00000089995		lincRNA
ENSRNOG00000048800	ENSRNOT00000019409		protein_coding
ENSRNOG00000008898	ENSRNOT00000011824	1390222_at	protein_coding
ENSRNOG00000057705	ENSRNOT00000085459		lincRNA
ENSRNOG00000052605	ENSRNOT00000090986		snRNA
ENSRNOG00000050632	ENSRNOT00000073807		protein_coding
ENSRNOG00000059416	ENSRNOT00000084731		lincRNA
ENSRNOG00000051504	ENSRNOT00000086235		lincRNA
ENSRNOG00000019719	ENSRNOT00000026691	1370268_at	protein_coding
ENSRNOG00000048418	ENSRNOT00000073141	1388115_at	protein_coding
ENSRNOG00000041490	ENSRNOT00000063243		miRNA
ENSRNOG00000053578	ENSRNOT00000083972		lincRNA
ENSRNOG00000031956	ENSRNOT00000040168		protein_coding
ENSRNOG00000060535	ENSRNOT00000081582		snRNA
ENSRNOG00000061375	ENSRNOT00000088225		lincRNA
ENSRNOG00000001566	ENSRNOT00000002131		protein_coding
ENSRNOG00000015085	ENSRNOT00000020428	1373915_at	protein_coding
ENSRNOG00000053286	ENSRNOT00000080564		lincRNA
ENSRNOG00000048460	ENSRNOT00000073887		pseudogene
ENSRNOG00000057414	ENSRNOT00000077279		snRNA
ENSRNOG00000042758	ENSRNOT00000066211		protein_coding
ENSRNOG00000003905	ENSRNOT00000006361	1372528_at	protein_coding
ENSRNOG00000003905	ENSRNOT00000006361	1369690_at	protein_coding
ENSRNOG00000003905	ENSRNOT00000006361	1369689_at	protein_coding
ENSRNOG00000003905	ENSRNOT00000087824	1372528_at	protein_coding
ENSRNOG00000003905	ENSRNOT00000087824	1369690_at	protein_coding
ENSRNOG00000003905	ENSRNOT00000087824	1369689_at	protein_coding
ENSRNOG00000024470	ENSRNOT00000032047	1368848_at	protein_coding
ENSRNOG00000024470	ENSRNOT00000085784	1368848_at	protein_coding
ENSRNOG00000061584	ENSRNOT00000077548		lincRNA
ENSRNOG00000023917	ENSRNOT00000038162		processed_pseudogene
ENSRNOG00000020907	ENSRNOT00000028396	1369464_at	protein_coding
ENSRNOG00000053322	ENSRNOT00000080718		snRNA
ENSRNOG00000001157	ENSRNOT00000050744		protein_coding
ENSRNOG00000027478	ENSRNOT00000029345		protein_coding
ENSRNOG00000049239	ENSRNOT00000072599		protein_coding
ENSRNOG00000004968	ENSRNOT00000035255	1378199_at	protein_coding
ENSRNOG00000051520	ENSRNOT00000086693		lincRNA
ENSRNOG00000029466	ENSRNOT00000045150		protein_coding
ENSRNOG00000029466	ENSRNOT00000078870		protein_coding
ENSRNOG00000061676	ENSRNOT00000080044		lincRNA
ENSRNOG00000059645	ENSRNOT00000085779		protein_coding
ENSRNOG00000027836	ENSRNOT00000058860		protein_coding
ENSRNOG00000007681	ENSRNOT00000065867	1372775_at	protein_coding
ENSRNOG00000007681	ENSRNOT00000084491		protein_coding
ENSRNOG00000058135	ENSRNOT00000087000		lincRNA
ENSRNOG00000013133	ENSRNOT00000017742	1368711_at	protein_coding
ENSRNOG00000061726	ENSRNOT00000077970		protein_coding
ENSRNOG00000047185	ENSRNOT00000071922	1388328_at	protein_coding
ENSRNOG00000058670	ENSRNOT00000085040		protein_coding
ENSRNOG00000055043	ENSRNOT00000077850		lincRNA
ENSRNOG00000059765	ENSRNOT00000088191	1392135_at	protein_coding
ENSRNOG00000059765	ENSRNOT00000088191	1388078_a_at	protein_coding
ENSRNOG00000059765	ENSRNOT00000088191	1371045_at	protein_coding
ENSRNOG00000059765	ENSRNOT00000084075	1388078_a_at	protein_coding
ENSRNOG00000059765	ENSRNOT00000077175	1388078_a_at	protein_coding
ENSRNOG00000052880	ENSRNOT00000089211	1368028_at	protein_coding
ENSRNOG00000005811	ENSRNOT00000007637	1398240_at	pseudogene
ENSRNOG00000055061	ENSRNOT00000082166		lincRNA
ENSRNOG00000004509	ENSRNOT00000006030	1374183_at	protein_coding
ENSRNOG00000004509	ENSRNOT00000006030	1395919_at	protein_coding
ENSRNOG00000032454	ENSRNOT00000042939		protein_coding
ENSRNOG00000053233	ENSRNOT00000088052		lincRNA
ENSRNOG00000015670	ENSRNOT00000021318	1387857_at	protein_coding
ENSRNOG00000015670	ENSRNOT00000081804		protein_coding
ENSRNOG00000006761	ENSRNOT00000008999	1371063_at	protein_coding
ENSRNOG00000006761	ENSRNOT00000008999	1396464_at	protein_coding
ENSRNOG00000014970	ENSRNOT00000020215		protein_coding
ENSRNOG00000018205	ENSRNOT00000024694	1380380_at	protein_coding
ENSRNOG00000018205	ENSRNOT00000024694	1388028_at	protein_coding
ENSRNOG00000050188	ENSRNOT00000074809		protein_coding
ENSRNOG00000051452	ENSRNOT00000077399		lincRNA
ENSRNOG00000032352	ENSRNOT00000041415		pseudogene
ENSRNOG00000051372	ENSRNOT00000084924	1376648_at	protein_coding
ENSRNOG00000061318	ENSRNOT00000089296		processed_pseudogene
ENSRNOG00000053723	ENSRNOT00000084382		lincRNA
ENSRNOG00000025857	ENSRNOT00000035910		protein_coding
ENSRNOG00000025857	ENSRNOT00000073770		protein_coding
ENSRNOG00000031161	ENSRNOT00000043677	1393646_at	protein_coding
ENSRNOG00000020843	ENSRNOT00000028315	1367559_at	protein_coding
ENSRNOG00000056421	ENSRNOT00000083244	1379038_at	lincRNA
ENSRNOG00000033473	ENSRNOT00000043704	1398301_at	protein_coding
ENSRNOG00000054725	ENSRNOT00000088339	1392698_a_at	protein_coding
ENSRNOG00000054354	ENSRNOT00000078869		lincRNA
ENSRNOG00000046185	ENSRNOT00000071281		protein_coding
ENSRNOG00000007979	ENSRNOT00000010489	1376883_at	protein_coding
ENSRNOG00000010607	ENSRNOT00000014087	1383694_at	protein_coding
ENSRNOG00000058711	ENSRNOT00000088004		lincRNA
ENSRNOG00000053458	ENSRNOT00000081560		pseudogene
ENSRNOG00000054077	ENSRNOT00000091624		lincRNA
ENSRNOG00000009324	ENSRNOT00000013128	1398363_at	protein_coding
ENSRNOG00000047396	ENSRNOT00000075555	1398372_at	protein_coding
ENSRNOG00000002911	ENSRNOT00000003921	1367555_at	protein_coding
ENSRNOG00000002911	ENSRNOT00000003921	1367556_s_at	protein_coding
ENSRNOG00000052782	ENSRNOT00000091217		lincRNA
ENSRNOG00000042054	ENSRNOT00000065800	1394583_at	protein_coding
ENSRNOG00000005015	ENSRNOT00000041443	1367980_at	protein_coding
ENSRNOG00000005015	ENSRNOT00000041443	1367981_at	protein_coding
ENSRNOG00000017869	ENSRNOT00000024069	1372097_at	protein_coding
ENSRNOG00000027096	ENSRNOT00000037404	1382378_at	protein_coding
ENSRNOG00000061419	ENSRNOT00000087846		lincRNA
ENSRNOG00000009712	ENSRNOT00000013322	1368074_at	protein_coding
ENSRNOG00000009712	ENSRNOT00000084085	1368074_at	protein_coding
ENSRNOG00000055835	ENSRNOT00000071313		lincRNA
ENSRNOG00000042944	ENSRNOT00000065677	1393816_at	protein_coding
ENSRNOG00000042944	ENSRNOT00000065677	1391518_at	protein_coding
ENSRNOG00000027994	ENSRNOT00000034056	1385785_at	protein_coding
ENSRNOG00000008156	ENSRNOT00000010783	1393391_at	protein_coding
ENSRNOG00000051486	ENSRNOT00000081349		lincRNA
ENSRNOG00000043102	ENSRNOT00000066736		protein_coding
ENSRNOG00000057789	ENSRNOT00000084237		lincRNA
ENSRNOG00000010078	ENSRNOT00000013801		protein_coding
